,Time (UTC+10),Regions VIC Trading Price ($/MWh),charging_or_not,discharging_or_not,raw_power,market_dispatch,opening_capacity,closing_capacity,revenue
15418,2018-11-18 05:00:00,93.96,0,1,0,0,0,0,0
15419,2018-11-18 05:30:00,60.42,1,0,-300,-150,0,135,-9145
15420,2018-11-18 06:00:00,74.46,0,1,300,135,135,0,9962
15421,2018-11-18 06:30:00,62.99,0,0,0,0,0,0,0
15422,2018-11-18 07:00:00,68.95,0,0,0,0,0,0,0
15423,2018-11-18 07:30:00,61.1,1,0,-300,-150,0,135,-9248
15424,2018-11-18 08:00:00,62.15,1,0,-300,-150,135,270,-9407
15425,2018-11-18 08:30:00,63.45,1,0,-300,-150,270,405,-9604
15426,2018-11-18 09:00:00,62.78,1,0,-300,-150,405,540,-9503
15427,2018-11-18 09:30:00,69.44,1,0,-88,-44,540,580,-3083
15428,2018-11-18 10:00:00,71.75,0,0,0,0,580,580,0
15429,2018-11-18 10:30:00,69.59,1,0,0,0,580,580,0
15430,2018-11-18 11:00:00,70.49,1,0,0,0,580,580,0
15431,2018-11-18 11:30:00,74.18,1,0,0,0,580,580,0
15432,2018-11-18 12:00:00,80.34,0,0,0,0,580,580,0
15433,2018-11-18 12:30:00,121.6,0,0,0,0,580,580,0
15434,2018-11-18 13:00:00,98.64,0,0,0,0,580,580,0
15435,2018-11-18 13:30:00,93.9,0,0,0,0,580,580,0
15436,2018-11-18 14:00:00,67.05,1,0,0,0,580,580,0
15437,2018-11-18 14:30:00,74.42,1,0,0,0,580,580,0
15438,2018-11-18 15:00:00,79.77,1,0,0,0,580,580,0
15439,2018-11-18 15:30:00,93.53,1,0,0,0,580,580,0
15440,2018-11-18 16:00:00,79.43,1,0,0,0,580,580,0
15441,2018-11-18 16:30:00,132.82,0,1,300,135,580,430,17769
15442,2018-11-18 17:00:00,136.18,0,1,300,135,430,280,18219
15443,2018-11-18 17:30:00,128.6,0,1,300,135,280,130,17205
15444,2018-11-18 18:00:00,125.89,0,1,288,129,130,0,16094
15445,2018-11-18 18:30:00,128.04,0,1,0,0,0,0,0
15446,2018-11-18 19:00:00,137.44,0,1,0,0,0,0,0
15447,2018-11-18 19:30:00,122.81,0,1,0,0,0,0,0
15448,2018-11-18 20:00:00,115.07,0,1,0,0,0,0,0
15449,2018-11-18 20:30:00,105.87,0,1,0,0,0,0,0
15450,2018-11-18 21:00:00,85.14,0,0,0,0,0,0,0
15451,2018-11-18 21:30:00,74.16,0,0,0,0,0,0,0
15452,2018-11-18 22:00:00,80.51,0,0,0,0,0,0,0
15453,2018-11-18 22:30:00,85.49,0,1,0,0,0,0,0
15454,2018-11-18 23:00:00,82.39,0,1,0,0,0,0,0
15455,2018-11-18 23:30:00,87.5,0,1,0,0,0,0,0
15456,2018-11-19 00:00:00,114.39,0,1,0,0,0,0,0
15457,2018-11-19 00:30:00,80.36,0,1,0,0,0,0,0
15458,2018-11-19 01:00:00,66.95,0,1,0,0,0,0,0
15459,2018-11-19 01:30:00,66.42,0,0,0,0,0,0,0
15460,2018-11-19 02:00:00,63.48,0,0,0,0,0,0,0
15461,2018-11-19 02:30:00,60.74,1,0,-300,-150,0,135,-9194
15462,2018-11-19 03:00:00,60.86,1,0,-300,-150,135,270,-9212
15463,2018-11-19 03:30:00,61.33,1,0,-300,-150,270,405,-9283
15464,2018-11-19 04:00:00,59.26,1,0,-300,-150,405,540,-8970
15465,2018-11-19 04:30:00,65.16,1,0,-88,-44,540,580,-2893
15466,2018-11-19 05:00:00,61.45,1,0,0,0,580,580,0
15467,2018-11-19 05:30:00,63.56,1,0,0,0,580,580,0
15468,2018-11-19 06:00:00,70.43,1,0,0,0,580,580,0
15469,2018-11-19 06:30:00,96.41,0,0,0,0,580,580,0
15470,2018-11-19 07:00:00,114.31,0,1,300,135,580,430,15293
15471,2018-11-19 07:30:00,88.82,1,0,-300,-150,430,565,-13444
15472,2018-11-19 08:00:00,87.63,1,0,-33,-16,565,579,-1415
15473,2018-11-19 08:30:00,84.08,1,0,-2,-1,579,580,-85
15474,2018-11-19 09:00:00,89.83,1,0,0,0,580,580,0
15475,2018-11-19 09:30:00,96.15,1,0,0,0,580,580,0
15476,2018-11-19 10:00:00,97.25,1,0,0,0,580,580,0
15477,2018-11-19 10:30:00,112.89,1,0,0,0,580,580,0
15478,2018-11-19 11:00:00,115.88,0,0,0,0,580,580,0
15479,2018-11-19 11:30:00,116.31,1,0,0,0,580,580,0
15480,2018-11-19 12:00:00,113.14,1,0,0,0,580,580,0
15481,2018-11-19 12:30:00,107.68,1,0,0,0,580,580,0
15482,2018-11-19 13:00:00,123.68,0,0,0,0,580,580,0
15483,2018-11-19 13:30:00,118.27,1,0,0,0,580,580,0
15484,2018-11-19 14:00:00,189.64,0,1,300,135,580,430,25371
15485,2018-11-19 14:30:00,151.44,0,1,300,135,430,280,20260
15486,2018-11-19 15:00:00,149.89,0,1,300,135,280,130,20053
15487,2018-11-19 15:30:00,172.74,0,1,288,129,130,0,22083
15488,2018-11-19 16:00:00,132.76,0,1,0,0,0,0,0
15489,2018-11-19 16:30:00,138.59,0,1,0,0,0,0,0
15490,2018-11-19 17:00:00,123.74,0,1,0,0,0,0,0
15491,2018-11-19 17:30:00,120.92,0,1,0,0,0,0,0
15492,2018-11-19 18:00:00,116.76,0,1,0,0,0,0,0
15493,2018-11-19 18:30:00,110.58,0,1,0,0,0,0,0
15494,2018-11-19 19:00:00,112.61,0,1,0,0,0,0,0
15495,2018-11-19 19:30:00,102.42,0,1,0,0,0,0,0
15496,2018-11-19 20:00:00,104.16,0,1,0,0,0,0,0
15497,2018-11-19 20:30:00,99.73,0,1,0,0,0,0,0
15498,2018-11-19 21:00:00,98.72,0,1,0,0,0,0,0
15499,2018-11-19 21:30:00,94.95,0,1,0,0,0,0,0
15500,2018-11-19 22:00:00,90.39,0,1,0,0,0,0,0
15501,2018-11-19 22:30:00,100.64,0,1,0,0,0,0,0
15502,2018-11-19 23:00:00,82.1,0,1,0,0,0,0,0
15503,2018-11-19 23:30:00,75.09,0,1,0,0,0,0,0
15504,2018-11-20 00:00:00,92.86,0,1,0,0,0,0,0
15505,2018-11-20 00:30:00,74.83,0,1,0,0,0,0,0
15506,2018-11-20 01:00:00,70.6,0,0,0,0,0,0,0
15507,2018-11-20 01:30:00,62.58,1,0,-300,-150,0,135,-9472
15508,2018-11-20 02:00:00,64.0,1,0,-300,-150,135,270,-9687
15509,2018-11-20 02:30:00,62.79,1,0,-300,-150,270,405,-9504
15510,2018-11-20 03:00:00,65.49,1,0,-300,-150,405,540,-9913
15511,2018-11-20 03:30:00,71.68,1,0,-88,-44,540,580,-3183
15512,2018-11-20 04:00:00,71.5,1,0,0,0,580,580,0
15513,2018-11-20 04:30:00,73.88,1,0,0,0,580,580,0
15514,2018-11-20 05:00:00,74.11,1,0,0,0,580,580,0
15515,2018-11-20 05:30:00,89.01,1,0,0,0,580,580,0
15516,2018-11-20 06:00:00,127.35,0,1,300,135,580,430,17038
15517,2018-11-20 06:30:00,126.89,0,0,0,0,430,430,0
15518,2018-11-20 07:00:00,126.16,0,0,0,0,430,430,0
15519,2018-11-20 07:30:00,111.19,1,0,-300,-150,430,565,-16830
15520,2018-11-20 08:00:00,123.12,0,0,0,0,565,565,0
15521,2018-11-20 08:30:00,162.12,0,1,300,135,565,415,21689
15522,2018-11-20 09:00:00,126.88,0,1,300,135,415,265,16975
15523,2018-11-20 09:30:00,121.53,0,0,0,0,265,265,0
15524,2018-11-20 10:00:00,116.73,1,0,-300,-150,265,400,-17669
15525,2018-11-20 10:30:00,123.53,0,0,0,0,400,400,0
15526,2018-11-20 11:00:00,121.35,0,0,0,0,400,400,0
15527,2018-11-20 11:30:00,127.7,0,1,300,135,400,250,17084
15528,2018-11-20 12:00:00,126.46,0,1,300,135,250,100,16918
15529,2018-11-20 12:30:00,122.66,0,0,0,0,100,100,0
15530,2018-11-20 13:00:00,123.34,0,0,0,0,100,100,0
15531,2018-11-20 13:30:00,124.17,0,0,0,0,100,100,0
15532,2018-11-20 14:00:00,122.34,0,0,0,0,100,100,0
15533,2018-11-20 14:30:00,116.99,1,0,-300,-150,100,235,-17708
15534,2018-11-20 15:00:00,120.92,0,0,0,0,235,235,0
15535,2018-11-20 15:30:00,115.83,1,0,-300,-150,235,370,-17532
15536,2018-11-20 16:00:00,118.88,0,0,0,0,370,370,0
15537,2018-11-20 16:30:00,118.88,0,0,0,0,370,370,0
15538,2018-11-20 17:00:00,130.69,0,1,300,135,370,220,17484
15539,2018-11-20 17:30:00,117.48,0,0,0,0,220,220,0
15540,2018-11-20 18:00:00,141.08,0,1,300,135,220,70,18874
15541,2018-11-20 18:30:00,116.43,0,0,0,0,70,70,0
15542,2018-11-20 19:00:00,121.13,0,1,155,69,70,0,8283
15543,2018-11-20 19:30:00,119.38,0,1,0,0,0,0,0
15544,2018-11-20 20:00:00,118.43,0,1,0,0,0,0,0
15545,2018-11-20 20:30:00,116.44,0,1,0,0,0,0,0
15546,2018-11-20 21:00:00,113.79,0,1,0,0,0,0,0
15547,2018-11-20 21:30:00,102.93,0,0,0,0,0,0,0
15548,2018-11-20 22:00:00,96.9,0,0,0,0,0,0,0
15549,2018-11-20 22:30:00,79.03,1,0,-300,-150,0,135,-11962
15550,2018-11-20 23:00:00,80.85,1,0,-300,-150,135,270,-12238
15551,2018-11-20 23:30:00,113.84,0,1,300,135,270,120,15230
15552,2018-11-21 00:00:00,129.6,0,1,266,119,120,0,15284
15553,2018-11-21 00:30:00,110.59,0,1,0,0,0,0,0
15554,2018-11-21 01:00:00,104.78,0,0,0,0,0,0,0
15555,2018-11-21 01:30:00,89.74,0,0,0,0,0,0,0
15556,2018-11-21 02:00:00,84.42,1,0,-300,-150,0,135,-12778
15557,2018-11-21 02:30:00,98.23,0,0,0,0,135,135,0
15558,2018-11-21 03:00:00,83.7,1,0,-300,-150,135,270,-12669
15559,2018-11-21 03:30:00,112.8,0,0,0,0,270,270,0
15560,2018-11-21 04:00:00,116.78,0,0,0,0,270,270,0
15561,2018-11-21 04:30:00,82.51,1,0,-300,-150,270,405,-12489
15562,2018-11-21 05:00:00,100.79,0,0,0,0,405,405,0
15563,2018-11-21 05:30:00,91.98,0,0,0,0,405,405,0
15564,2018-11-21 06:00:00,130.28,0,0,0,0,405,405,0
15565,2018-11-21 06:30:00,135.44,0,1,300,135,405,255,18120
15566,2018-11-21 07:00:00,142.15,0,1,300,135,255,105,19018
15567,2018-11-21 07:30:00,117.25,0,1,233,104,105,0,12084
15568,2018-11-21 08:00:00,86.48,0,0,0,0,0,0,0
15569,2018-11-21 08:30:00,86.81,0,0,0,0,0,0,0
15570,2018-11-21 09:00:00,97.96,0,0,0,0,0,0,0
15571,2018-11-21 09:30:00,130.96,0,1,0,0,0,0,0
15572,2018-11-21 10:00:00,120.48,0,1,0,0,0,0,0
15573,2018-11-21 10:30:00,89.97,0,0,0,0,0,0,0
15574,2018-11-21 11:00:00,101.18,0,1,0,0,0,0,0
15575,2018-11-21 11:30:00,85.17,0,0,0,0,0,0,0
15576,2018-11-21 12:00:00,93.47,0,0,0,0,0,0,0
15577,2018-11-21 12:30:00,81.24,0,0,0,0,0,0,0
15578,2018-11-21 13:00:00,81.61,0,0,0,0,0,0,0
15579,2018-11-21 13:30:00,113.68,0,1,0,0,0,0,0
15580,2018-11-21 14:00:00,79.59,1,0,-300,-150,0,135,-12047
15581,2018-11-21 14:30:00,78.95,1,0,-300,-150,135,270,-11950
15582,2018-11-21 15:00:00,73.17,1,0,-300,-150,270,405,-11075
15583,2018-11-21 15:30:00,96.13,0,0,0,0,405,405,0
15584,2018-11-21 16:00:00,84.96,1,0,-300,-150,405,540,-12860
15585,2018-11-21 16:30:00,84.44,1,0,-88,-44,540,580,-3749
15586,2018-11-21 17:00:00,93.99,1,0,0,0,580,580,0
15587,2018-11-21 17:30:00,98.4,0,0,0,0,580,580,0
15588,2018-11-21 18:00:00,107.0,0,0,0,0,580,580,0
15589,2018-11-21 18:30:00,107.56,0,0,0,0,580,580,0
15590,2018-11-21 19:00:00,117.0,0,0,0,0,580,580,0
15591,2018-11-21 19:30:00,129.94,0,1,300,135,580,430,17384
15592,2018-11-21 20:00:00,122.73,0,1,300,135,430,280,16419
15593,2018-11-21 20:30:00,124.19,0,1,300,135,280,130,16615
15594,2018-11-21 21:00:00,97.87,0,1,288,129,130,0,12512
15595,2018-11-21 21:30:00,87.68,0,1,0,0,0,0,0
15596,2018-11-21 22:00:00,84.75,0,1,0,0,0,0,0
15597,2018-11-21 22:30:00,78.62,0,0,0,0,0,0,0
15598,2018-11-21 23:00:00,68.95,0,0,0,0,0,0,0
15599,2018-11-21 23:30:00,78.37,0,1,0,0,0,0,0
15600,2018-11-22 00:00:00,108.17,0,1,0,0,0,0,0
15601,2018-11-22 00:30:00,81.99,0,1,0,0,0,0,0
15602,2018-11-22 01:00:00,60.58,1,0,-300,-150,0,135,-9170
15603,2018-11-22 01:30:00,67.15,0,0,0,0,135,135,0
15604,2018-11-22 02:00:00,62.21,0,0,0,0,135,135,0
15605,2018-11-22 02:30:00,61.99,1,0,-300,-150,135,270,-9383
15606,2018-11-22 03:00:00,62.65,0,0,0,0,270,270,0
15607,2018-11-22 03:30:00,62.31,1,0,-300,-150,270,405,-9431
15608,2018-11-22 04:00:00,61.31,1,0,-300,-150,405,540,-9280
15609,2018-11-22 04:30:00,61.8,1,0,-88,-44,540,580,-2744
15610,2018-11-22 05:00:00,79.47,0,0,0,0,580,580,0
15611,2018-11-22 05:30:00,83.95,0,0,0,0,580,580,0
15612,2018-11-22 06:00:00,134.58,0,1,300,135,580,430,18005
15613,2018-11-22 06:30:00,128.77,0,1,300,135,430,280,17227
15614,2018-11-22 07:00:00,142.62,0,1,300,135,280,130,19080
15615,2018-11-22 07:30:00,100.83,0,1,288,129,130,0,12890
15616,2018-11-22 08:00:00,98.47,0,1,0,0,0,0,0
15617,2018-11-22 08:30:00,87.52,0,1,0,0,0,0,0
15618,2018-11-22 09:00:00,72.17,0,1,0,0,0,0,0
15619,2018-11-22 09:30:00,71.15,0,1,0,0,0,0,0
15620,2018-11-22 10:00:00,81.4,0,1,0,0,0,0,0
15621,2018-11-22 10:30:00,62.02,0,0,0,0,0,0,0
15622,2018-11-22 11:00:00,62.5,0,0,0,0,0,0,0
15623,2018-11-22 11:30:00,64.24,0,0,0,0,0,0,0
15624,2018-11-22 12:00:00,62.28,0,0,0,0,0,0,0
15625,2018-11-22 12:30:00,61.44,0,0,0,0,0,0,0
15626,2018-11-22 13:00:00,59.91,0,0,0,0,0,0,0
15627,2018-11-22 13:30:00,60.43,0,0,0,0,0,0,0
15628,2018-11-22 14:00:00,56.71,1,0,-300,-150,0,135,-8584
15629,2018-11-22 14:30:00,53.16,1,0,-300,-150,135,270,-8046
15630,2018-11-22 15:00:00,55.08,1,0,-300,-150,270,405,-8337
15631,2018-11-22 15:30:00,58.78,1,0,-300,-150,405,540,-8897
15632,2018-11-22 16:00:00,71.98,0,0,0,0,540,540,0
15633,2018-11-22 16:30:00,87.14,0,0,0,0,540,540,0
15634,2018-11-22 17:00:00,92.41,0,0,0,0,540,540,0
15635,2018-11-22 17:30:00,91.71,0,1,300,135,540,390,12269
15636,2018-11-22 18:00:00,68.66,0,0,0,0,390,390,0
15637,2018-11-22 18:30:00,67.09,0,0,0,0,390,390,0
15638,2018-11-22 19:00:00,89.28,0,1,300,135,390,240,11944
15639,2018-11-22 19:30:00,116.43,0,1,300,135,240,90,15577
15640,2018-11-22 20:00:00,82.2,0,1,200,90,90,0,7331
15641,2018-11-22 20:30:00,98.12,0,1,0,0,0,0,0
15642,2018-11-22 21:00:00,65.28,0,1,0,0,0,0,0
15643,2018-11-22 21:30:00,60.85,0,0,0,0,0,0,0
15644,2018-11-22 22:00:00,60.35,0,0,0,0,0,0,0
15645,2018-11-22 22:30:00,58.27,0,0,0,0,0,0,0
15646,2018-11-22 23:00:00,55.99,0,0,0,0,0,0,0
15647,2018-11-22 23:30:00,61.63,0,0,0,0,0,0,0
15648,2018-11-23 00:00:00,67.03,0,1,0,0,0,0,0
15649,2018-11-23 00:30:00,66.42,0,1,0,0,0,0,0
15650,2018-11-23 01:00:00,60.17,0,0,0,0,0,0,0
15651,2018-11-23 01:30:00,56.37,0,0,0,0,0,0,0
15652,2018-11-23 02:00:00,52.66,0,0,0,0,0,0,0
15653,2018-11-23 02:30:00,49.34,1,0,-300,-150,0,135,-7468
15654,2018-11-23 03:00:00,48.24,1,0,-300,-150,135,270,-7302
15655,2018-11-23 03:30:00,51.1,1,0,-300,-150,270,405,-7735
15656,2018-11-23 04:00:00,52.77,1,0,-300,-150,405,540,-7987
15657,2018-11-23 04:30:00,60.65,1,0,-88,-44,540,580,-2693
15658,2018-11-23 05:00:00,60.36,1,0,0,0,580,580,0
15659,2018-11-23 05:30:00,65.98,1,0,0,0,580,580,0
15660,2018-11-23 06:00:00,105.02,0,0,0,0,580,580,0
15661,2018-11-23 06:30:00,124.11,0,1,300,135,580,430,16604
15662,2018-11-23 07:00:00,122.84,0,1,300,135,430,280,16434
15663,2018-11-23 07:30:00,121.66,0,1,300,135,280,130,16276
15664,2018-11-23 08:00:00,117.83,0,1,288,129,130,0,15063
15665,2018-11-23 08:30:00,111.55,0,0,0,0,0,0,0
15666,2018-11-23 09:00:00,109.47,0,1,0,0,0,0,0
15667,2018-11-23 09:30:00,71.93,0,0,0,0,0,0,0
15668,2018-11-23 10:00:00,73.71,0,0,0,0,0,0,0
15669,2018-11-23 10:30:00,69.5,0,0,0,0,0,0,0
15670,2018-11-23 11:00:00,95.08,0,1,0,0,0,0,0
15671,2018-11-23 11:30:00,121.71,0,1,0,0,0,0,0
15672,2018-11-23 12:00:00,150.51,0,1,0,0,0,0,0
15673,2018-11-23 12:30:00,81.48,0,0,0,0,0,0,0
15674,2018-11-23 13:00:00,74.62,0,0,0,0,0,0,0
15675,2018-11-23 13:30:00,68.49,0,0,0,0,0,0,0
15676,2018-11-23 14:00:00,67.1,1,0,-300,-150,0,135,-10156
15677,2018-11-23 14:30:00,65.84,1,0,-300,-150,135,270,-9966
15678,2018-11-23 15:00:00,65.02,1,0,-300,-150,270,405,-9842
15679,2018-11-23 15:30:00,74.23,1,0,-300,-150,405,540,-11236
15680,2018-11-23 16:00:00,84.73,1,0,-88,-44,540,580,-3762
15681,2018-11-23 16:30:00,86.5,1,0,0,0,580,580,0
15682,2018-11-23 17:00:00,104.37,0,0,0,0,580,580,0
15683,2018-11-23 17:30:00,119.02,0,0,0,0,580,580,0
15684,2018-11-23 18:00:00,140.44,0,1,300,135,580,430,18789
15685,2018-11-23 18:30:00,137.08,0,1,300,135,430,280,18339
15686,2018-11-23 19:00:00,134.37,0,1,300,135,280,130,17977
15687,2018-11-23 19:30:00,172.33,0,1,288,129,130,0,22030
15688,2018-11-23 20:00:00,113.19,0,0,0,0,0,0,0
15689,2018-11-23 20:30:00,98.53,0,0,0,0,0,0,0
15690,2018-11-23 21:00:00,124.28,0,1,0,0,0,0,0
15691,2018-11-23 21:30:00,98.96,0,0,0,0,0,0,0
15692,2018-11-23 22:00:00,90.13,0,0,0,0,0,0,0
15693,2018-11-23 22:30:00,96.1,0,0,0,0,0,0,0
15694,2018-11-23 23:00:00,80.23,0,0,0,0,0,0,0
15695,2018-11-23 23:30:00,113.07,0,1,0,0,0,0,0
15696,2018-11-24 00:00:00,135.41,0,1,0,0,0,0,0
15697,2018-11-24 00:30:00,105.27,0,1,0,0,0,0,0
15698,2018-11-24 01:00:00,74.63,0,1,0,0,0,0,0
15699,2018-11-24 01:30:00,63.95,0,0,0,0,0,0,0
15700,2018-11-24 02:00:00,55.89,0,0,0,0,0,0,0
15701,2018-11-24 02:30:00,52.09,1,0,-300,-150,0,135,-7884
15702,2018-11-24 03:00:00,55.71,0,0,0,0,135,135,0
15703,2018-11-24 03:30:00,54.84,1,0,-300,-150,135,270,-8301
15704,2018-11-24 04:00:00,51.32,1,0,-300,-150,270,405,-7768
15705,2018-11-24 04:30:00,51.25,1,0,-300,-150,405,540,-7757
15706,2018-11-24 05:00:00,56.2,1,0,-88,-44,540,580,-2495
15707,2018-11-24 05:30:00,67.74,1,0,0,0,580,580,0
15708,2018-11-24 06:00:00,68.49,1,0,0,0,580,580,0
15709,2018-11-24 06:30:00,119.79,0,0,0,0,580,580,0
15710,2018-11-24 07:00:00,126.82,0,0,0,0,580,580,0
15711,2018-11-24 07:30:00,178.68,0,1,300,135,580,430,23905
15712,2018-11-24 08:00:00,114.88,0,0,0,0,430,430,0
15713,2018-11-24 08:30:00,201.98,0,1,300,135,430,280,27022
15714,2018-11-24 09:00:00,107.89,0,0,0,0,280,280,0
15715,2018-11-24 09:30:00,124.21,0,0,0,0,280,280,0
15716,2018-11-24 10:00:00,119.99,0,0,0,0,280,280,0
15717,2018-11-24 10:30:00,112.52,0,0,0,0,280,280,0
15718,2018-11-24 11:00:00,129.35,0,1,300,135,280,130,17305
15719,2018-11-24 11:30:00,146.62,0,1,288,129,130,0,18744
15720,2018-11-24 12:00:00,110.4,0,0,0,0,0,0,0
15721,2018-11-24 12:30:00,108.97,0,0,0,0,0,0,0
15722,2018-11-24 13:00:00,97.65,0,0,0,0,0,0,0
15723,2018-11-24 13:30:00,60.15,1,0,-300,-150,0,135,-9104
15724,2018-11-24 14:00:00,63.07,1,0,-300,-150,135,270,-9546
15725,2018-11-24 14:30:00,136.07,0,0,0,0,270,270,0
15726,2018-11-24 15:00:00,108.25,1,0,-300,-150,270,405,-16385
15727,2018-11-24 15:30:00,106.89,1,0,-300,-150,405,540,-16179
15728,2018-11-24 16:00:00,113.98,1,0,-88,-44,540,580,-5061
15729,2018-11-24 16:30:00,109.37,1,0,0,0,580,580,0
15730,2018-11-24 17:00:00,121.85,0,0,0,0,580,580,0
15731,2018-11-24 17:30:00,119.36,0,0,0,0,580,580,0
15732,2018-11-24 18:00:00,141.03,0,0,0,0,580,580,0
15733,2018-11-24 18:30:00,144.32,0,1,300,135,580,430,19308
15734,2018-11-24 19:00:00,142.48,0,0,0,0,430,430,0
15735,2018-11-24 19:30:00,132.45,0,0,0,0,430,430,0
15736,2018-11-24 20:00:00,148.48,0,0,0,0,430,430,0
15737,2018-11-24 20:30:00,120.65,0,0,0,0,430,430,0
15738,2018-11-24 21:00:00,116.99,0,0,0,0,430,430,0
15739,2018-11-24 21:30:00,118.4,0,0,0,0,430,430,0
15740,2018-11-24 22:00:00,115.67,0,0,0,0,430,430,0
15741,2018-11-24 22:30:00,117.0,0,0,0,0,430,430,0
15742,2018-11-24 23:00:00,115.06,1,0,-300,-150,430,565,-17416
15743,2018-11-24 23:30:00,163.82,0,0,0,0,565,565,0
15744,2018-11-25 00:00:00,224.32,0,1,300,135,565,415,30011
15745,2018-11-25 00:30:00,138.02,0,0,0,0,415,415,0
15746,2018-11-25 01:00:00,158.93,0,1,300,135,415,265,21262
15747,2018-11-25 01:30:00,223.82,0,1,300,135,265,115,29944
15748,2018-11-25 02:00:00,118.92,0,0,0,0,115,115,0
15749,2018-11-25 02:30:00,108.35,1,0,-300,-150,115,250,-16400
15750,2018-11-25 03:00:00,111.1,0,0,0,0,250,250,0
15751,2018-11-25 03:30:00,130.78,0,1,300,135,250,100,17496
15752,2018-11-25 04:00:00,127.34,0,0,0,0,100,100,0
15753,2018-11-25 04:30:00,132.32,0,1,222,99,100,0,12982
15754,2018-11-25 05:00:00,108.61,1,0,-300,-150,0,135,-16439
15755,2018-11-25 05:30:00,108.12,1,0,-300,-150,135,270,-16365
15756,2018-11-25 06:00:00,116.66,0,0,0,0,270,270,0
15757,2018-11-25 06:30:00,91.46,1,0,-300,-150,270,405,-13844
15758,2018-11-25 07:00:00,118.82,0,0,0,0,405,405,0
15759,2018-11-25 07:30:00,120.7,0,0,0,0,405,405,0
15760,2018-11-25 08:00:00,123.49,0,1,300,135,405,255,16521
15761,2018-11-25 08:30:00,131.78,0,1,300,135,255,105,17630
15762,2018-11-25 09:00:00,141.76,0,1,233,104,105,0,14610
15763,2018-11-25 09:30:00,114.11,0,1,0,0,0,0,0
15764,2018-11-25 10:00:00,115.38,0,1,0,0,0,0,0
15765,2018-11-25 10:30:00,114.67,0,1,0,0,0,0,0
15766,2018-11-25 11:00:00,106.84,0,1,0,0,0,0,0
15767,2018-11-25 11:30:00,98.91,0,1,0,0,0,0,0
15768,2018-11-25 12:00:00,77.82,0,0,0,0,0,0,0
15769,2018-11-25 12:30:00,70.68,0,0,0,0,0,0,0
15770,2018-11-25 13:00:00,65.6,1,0,-300,-150,0,135,-9929
15771,2018-11-25 13:30:00,76.99,0,0,0,0,135,135,0
15772,2018-11-25 14:00:00,93.87,0,0,0,0,135,135,0
15773,2018-11-25 14:30:00,68.46,1,0,-300,-150,135,270,-10362
15774,2018-11-25 15:00:00,70.12,1,0,-300,-150,270,405,-10614
15775,2018-11-25 15:30:00,104.42,0,0,0,0,405,405,0
15776,2018-11-25 16:00:00,55.37,1,0,-300,-150,405,540,-8381
15777,2018-11-25 16:30:00,75.74,1,0,-88,-44,540,580,-3363
15778,2018-11-25 17:00:00,112.81,0,0,0,0,580,580,0
15779,2018-11-25 17:30:00,124.53,0,1,300,135,580,430,16660
15780,2018-11-25 18:00:00,114.45,0,0,0,0,430,430,0
15781,2018-11-25 18:30:00,123.13,0,1,300,135,430,280,16473
15782,2018-11-25 19:00:00,206.32,0,1,300,135,280,130,27603
15783,2018-11-25 19:30:00,119.86,0,0,0,0,130,130,0
15784,2018-11-25 20:00:00,119.86,0,0,0,0,130,130,0
15785,2018-11-25 20:30:00,117.59,0,0,0,0,130,130,0
15786,2018-11-25 21:00:00,115.63,0,0,0,0,130,130,0
15787,2018-11-25 21:30:00,107.06,0,0,0,0,130,130,0
15788,2018-11-25 22:00:00,89.06,0,0,0,0,130,130,0
15789,2018-11-25 22:30:00,119.9,0,1,288,129,130,0,15328
15790,2018-11-25 23:00:00,105.17,0,0,0,0,0,0,0
15791,2018-11-25 23:30:00,130.85,0,1,0,0,0,0,0
15792,2018-11-26 00:00:00,134.48,0,1,0,0,0,0,0
15793,2018-11-26 00:30:00,114.21,0,1,0,0,0,0,0
15794,2018-11-26 01:00:00,103.92,0,0,0,0,0,0,0
15795,2018-11-26 01:30:00,96.79,0,0,0,0,0,0,0
15796,2018-11-26 02:00:00,70.91,0,0,0,0,0,0,0
15797,2018-11-26 02:30:00,65.31,0,0,0,0,0,0,0
15798,2018-11-26 03:00:00,61.9,1,0,-300,-150,0,135,-9369
15799,2018-11-26 03:30:00,62.49,1,0,-300,-150,135,270,-9459
15800,2018-11-26 04:00:00,65.18,1,0,-300,-150,270,405,-9866
15801,2018-11-26 04:30:00,113.58,1,0,-300,-150,405,540,-17192
15802,2018-11-26 05:00:00,76.49,1,0,-88,-44,540,580,-3396
15803,2018-11-26 05:30:00,148.54,0,1,300,135,580,430,19872
15804,2018-11-26 06:00:00,138.71,0,1,300,135,430,280,18557
15805,2018-11-26 06:30:00,121.74,0,0,0,0,280,280,0
15806,2018-11-26 07:00:00,128.57,0,1,300,135,280,130,17201
15807,2018-11-26 07:30:00,106.63,1,0,-300,-150,130,265,-16140
15808,2018-11-26 08:00:00,132.28,0,1,300,135,265,115,17697
15809,2018-11-26 08:30:00,142.25,0,1,255,114,115,0,16071
15810,2018-11-26 09:00:00,124.35,0,1,0,0,0,0,0
15811,2018-11-26 09:30:00,120.58,0,0,0,0,0,0,0
15812,2018-11-26 10:00:00,124.69,0,1,0,0,0,0,0
15813,2018-11-26 10:30:00,126.58,0,1,0,0,0,0,0
15814,2018-11-26 11:00:00,115.29,0,1,0,0,0,0,0
15815,2018-11-26 11:30:00,107.54,0,0,0,0,0,0,0
