Time (UTC+10),Regions VIC Trading Price ($/MWh),Regions VIC Trading Total Intermittent Generation (MW),Regions VIC Operational Demand (MW),Time,Hour,Day
2018-06-16 14:00:00,70.36,212.39,5485,14:00:00,14,6
2018-06-16 14:30:00,69.92,206.45,5507,14:30:00,14,6
2018-06-16 15:00:00,74.48,228.95,5527,15:00:00,15,6
2018-06-16 15:30:00,83.51,187.2,5569,15:30:00,15,6
2018-06-16 16:00:00,93.78,181.14,5698,16:00:00,16,6
2018-06-16 16:30:00,98.78,151.19,5812,16:30:00,16,6
2018-06-16 17:00:00,131.18,208.98,6048,17:00:00,17,6
2018-06-16 17:30:00,112.61,216.14,6326,17:30:00,17,6
2018-06-16 18:00:00,106.0,249.4,6557,18:00:00,18,6
2018-06-16 18:30:00,100.75,242.85,6540,18:30:00,18,6
2018-06-16 19:00:00,99.72,273.15,6447,19:00:00,19,6
2018-06-16 19:30:00,98.65,285.49,6256,19:30:00,19,6
2018-06-16 20:00:00,99.86,274.18,6159,20:00:00,20,6
2018-06-16 20:30:00,107.23,266.74,5987,20:30:00,20,6
2018-06-16 21:00:00,102.33,275.43,5906,21:00:00,21,6
2018-06-16 21:30:00,105.83,318.6,5825,21:30:00,21,6
2018-06-16 22:00:00,94.79,312.26,5718,22:00:00,22,6
2018-06-16 22:30:00,94.75,324.33,5574,22:30:00,22,6
2018-06-16 23:00:00,87.85,326.55,5439,23:00:00,23,6
2018-06-16 23:30:00,81.06,326.35,5543,23:30:00,23,6
2018-06-17 00:00:00,74.49,343.3,5529,00:00:00,0,7
2018-06-17 00:30:00,52.64,353.48,5370,00:30:00,0,7
2018-06-17 01:00:00,56.81,337.06,5167,01:00:00,1,7
2018-06-17 01:30:00,47.21,328.0,4982,01:30:00,1,7
2018-06-17 02:00:00,47.97,369.88,4787,02:00:00,2,7
2018-06-17 02:30:00,36.28,376.83,4605,02:30:00,2,7
2018-06-17 03:00:00,24.96,354.15,4449,03:00:00,3,7
2018-06-17 03:30:00,24.29,362.27,4377,03:30:00,3,7
2018-06-17 04:00:00,11.19,381.79,4308,04:00:00,4,7
2018-06-17 04:30:00,17.14,377.14,4270,04:30:00,4,7
2018-06-17 05:00:00,22.97,389.06,4260,05:00:00,5,7
2018-06-17 05:30:00,18.04,391.58,4314,05:30:00,5,7
2018-06-17 06:00:00,23.28,397.03,4331,06:00:00,6,7
2018-06-17 06:30:00,29.59,387.52,4475,06:30:00,6,7
2018-06-17 07:00:00,33.15,394.3,4589,07:00:00,7,7
2018-06-17 07:30:00,43.95,388.92,4696,07:30:00,7,7
2018-06-17 08:00:00,51.74,397.44,4923,08:00:00,8,7
2018-06-17 08:30:00,62.69,400.13,5159,08:30:00,8,7
2018-06-17 09:00:00,64.82,399.62,5420,09:00:00,9,7
2018-06-17 09:30:00,65.01,400.79,5629,09:30:00,9,7
2018-06-17 10:00:00,60.61,397.48,5739,10:00:00,10,7
2018-06-17 10:30:00,61.62,399.73,5806,10:30:00,10,7
2018-06-17 11:00:00,63.51,400.85,5845,11:00:00,11,7
2018-06-17 11:30:00,54.33,402.86,5747,11:30:00,11,7
2018-06-17 12:00:00,50.17,402.61,5700,12:00:00,12,7
2018-06-17 12:30:00,53.67,402.7,5702,12:30:00,12,7
2018-06-17 13:00:00,51.59,400.13,5701,13:00:00,13,7
2018-06-17 13:30:00,53.77,401.0,5761,13:30:00,13,7
2018-06-17 14:00:00,51.03,399.51,5737,14:00:00,14,7
2018-06-17 14:30:00,50.55,396.2,5725,14:30:00,14,7
2018-06-17 15:00:00,56.4,399.88,5712,15:00:00,15,7
2018-06-17 15:30:00,59.85,396.66,5767,15:30:00,15,7
2018-06-17 16:00:00,73.97,398.25,5844,16:00:00,16,7
2018-06-17 16:30:00,70.89,391.75,5944,16:30:00,16,7
2018-06-17 17:00:00,82.24,389.42,6108,17:00:00,17,7
2018-06-17 17:30:00,97.83,391.31,6371,17:30:00,17,7
2018-06-17 18:00:00,104.51,395.89,6649,18:00:00,18,7
2018-06-17 18:30:00,100.75,400.8,6682,18:30:00,18,7
2018-06-17 19:00:00,99.47,396.76,6594,19:00:00,19,7
2018-06-17 19:30:00,94.99,388.37,6414,19:30:00,19,7
2018-06-17 20:00:00,99.58,390.54,6281,20:00:00,20,7
2018-06-17 20:30:00,91.36,387.85,6128,20:30:00,20,7
2018-06-17 21:00:00,85.8,370.45,5976,21:00:00,21,7
2018-06-17 21:30:00,84.54,369.02,5838,21:30:00,21,7
2018-06-17 22:00:00,73.92,358.33,5642,22:00:00,22,7
2018-06-17 22:30:00,76.51,351.28,5402,22:30:00,22,7
2018-06-17 23:00:00,67.55,346.07,5196,23:00:00,23,7
2018-06-17 23:30:00,65.83,338.07,5305,23:30:00,23,7
2018-06-18 00:00:00,70.35,322.22,5306,00:00:00,0,1
2018-06-18 00:30:00,70.2,307.85,5158,00:30:00,0,1
2018-06-18 01:00:00,65.66,296.3,5011,01:00:00,1,1
2018-06-18 01:30:00,57.62,271.56,4863,01:30:00,1,1
2018-06-18 02:00:00,49.65,267.29,4652,02:00:00,2,1
2018-06-18 02:30:00,47.08,264.57,4495,02:30:00,2,1
2018-06-18 03:00:00,38.42,236.41,4396,03:00:00,3,1
2018-06-18 03:30:00,33.05,251.73,4334,03:30:00,3,1
2018-06-18 04:00:00,38.85,270.63,4297,04:00:00,4,1
2018-06-18 04:30:00,48.86,233.75,4307,04:30:00,4,1
2018-06-18 05:00:00,55.85,201.74,4380,05:00:00,5,1
2018-06-18 05:30:00,63.97,201.62,4557,05:30:00,5,1
2018-06-18 06:00:00,70.59,185.51,4817,06:00:00,6,1
2018-06-18 06:30:00,97.61,188.1,5319,06:30:00,6,1
2018-06-18 07:00:00,132.28,183.41,5792,07:00:00,7,1
2018-06-18 07:30:00,85.65,208.36,6206,07:30:00,7,1
2018-06-18 08:00:00,257.85,207.13,6607,08:00:00,8,1
2018-06-18 08:30:00,206.31,203.35,6704,08:30:00,8,1
2018-06-18 09:00:00,146.35,179.99,6679,09:00:00,9,1
2018-06-18 09:30:00,254.3,181.56,6679,09:30:00,9,1
2018-06-18 10:00:00,119.02,165.73,6577,10:00:00,10,1
2018-06-18 10:30:00,109.3,188.15,6488,10:30:00,10,1
2018-06-18 11:00:00,86.75,217.01,6381,11:00:00,11,1
2018-06-18 11:30:00,92.82,186.34,6365,11:30:00,11,1
2018-06-18 12:00:00,89.41,204.74,6336,12:00:00,12,1
2018-06-18 12:30:00,108.28,160.23,6329,12:30:00,12,1
2018-06-18 13:00:00,94.0,150.79,6327,13:00:00,13,1
2018-06-18 13:30:00,87.61,154.13,6319,13:30:00,13,1
2018-06-18 14:00:00,81.01,131.5,6301,14:00:00,14,1
2018-06-18 14:30:00,96.75,122.04,6318,14:30:00,14,1
2018-06-18 15:00:00,91.04,136.18,6319,15:00:00,15,1
2018-06-18 15:30:00,87.33,122.04,6304,15:30:00,15,1
2018-06-18 16:00:00,89.94,100.34,6421,16:00:00,16,1
2018-06-18 16:30:00,103.13,81.41,6591,16:30:00,16,1
2018-06-18 17:00:00,112.84,119.29,6780,17:00:00,17,1
2018-06-18 17:30:00,157.96,142.26,7047,17:30:00,17,1
2018-06-18 18:00:00,296.23,118.51,7388,18:00:00,18,1
2018-06-18 18:30:00,280.39,99.2,7387,18:30:00,18,1
2018-06-18 19:00:00,140.17,102.16,7291,19:00:00,19,1
2018-06-18 19:30:00,100.79,111.89,7128,19:30:00,19,1
2018-06-18 20:00:00,105.19,124.26,7026,20:00:00,20,1
2018-06-18 20:30:00,99.1,128.45,6858,20:30:00,20,1
2018-06-18 21:00:00,97.68,140.34,6698,21:00:00,21,1
2018-06-18 21:30:00,88.08,141.8,6489,21:30:00,21,1
2018-06-18 22:00:00,76.17,140.15,6258,22:00:00,22,1
2018-06-18 22:30:00,103.64,108.04,5944,22:30:00,22,1
2018-06-18 23:00:00,94.49,87.22,5707,23:00:00,23,1
2018-06-18 23:30:00,98.51,78.45,5777,23:30:00,23,1
2018-06-19 00:00:00,94.96,113.31,5769,00:00:00,0,2
2018-06-19 00:30:00,84.68,116.17,5539,00:30:00,0,2
2018-06-19 01:00:00,75.32,100.68,5344,01:00:00,1,2
2018-06-19 01:30:00,70.87,114.95,5204,01:30:00,1,2
2018-06-19 02:00:00,75.12,91.97,5003,02:00:00,2,2
2018-06-19 02:30:00,69.64,62.75,4862,02:30:00,2,2
2018-06-19 03:00:00,65.5,34.34,4741,03:00:00,3,2
2018-06-19 03:30:00,65.89,25.53,4706,03:30:00,3,2
2018-06-19 04:00:00,65.07,30.58,4642,04:00:00,4,2
2018-06-19 04:30:00,63.48,29.8,4675,04:30:00,4,2
2018-06-19 05:00:00,62.24,25.79,4768,05:00:00,5,2
2018-06-19 05:30:00,65.42,19.77,4937,05:30:00,5,2
2018-06-19 06:00:00,77.55,30.11,5214,06:00:00,6,2
2018-06-19 06:30:00,124.47,46.54,5750,06:30:00,6,2
2018-06-19 07:00:00,215.3,75.64,6277,07:00:00,7,2
2018-06-19 07:30:00,105.98,73.14,6696,07:30:00,7,2
2018-06-19 08:00:00,144.29,78.24,7078,08:00:00,8,2
2018-06-19 08:30:00,121.01,133.55,7239,08:30:00,8,2
2018-06-19 09:00:00,110.56,162.18,7100,09:00:00,9,2
2018-06-19 09:30:00,109.33,208.95,7021,09:30:00,9,2
2018-06-19 10:00:00,106.93,214.33,6841,10:00:00,10,2
2018-06-19 10:30:00,125.29,161.91,6614,10:30:00,10,2
2018-06-19 11:00:00,106.1,85.03,6462,11:00:00,11,2
2018-06-19 11:30:00,100.4,40.3,6303,11:30:00,11,2
2018-06-19 12:00:00,90.43,22.52,6147,12:00:00,12,2
2018-06-19 12:30:00,93.01,16.41,6052,12:30:00,12,2
2018-06-19 13:00:00,93.15,14.32,5943,13:00:00,13,2
2018-06-19 13:30:00,93.61,20.43,5938,13:30:00,13,2
2018-06-19 14:00:00,93.06,28.14,5839,14:00:00,14,2
2018-06-19 14:30:00,96.27,30.72,5960,14:30:00,14,2
2018-06-19 15:00:00,96.34,35.37,5967,15:00:00,15,2
2018-06-19 15:30:00,97.75,37.33,5984,15:30:00,15,2
2018-06-19 16:00:00,101.34,30.64,6119,16:00:00,16,2
2018-06-19 16:30:00,102.82,21.75,6334,16:30:00,16,2
2018-06-19 17:00:00,129.88,39.72,6669,17:00:00,17,2
2018-06-19 17:30:00,197.65,50.45,7088,17:30:00,17,2
2018-06-19 18:00:00,294.76,58.59,7428,18:00:00,18,2
2018-06-19 18:30:00,167.32,86.73,7393,18:30:00,18,2
2018-06-19 19:00:00,118.08,118.81,7356,19:00:00,19,2
2018-06-19 19:30:00,125.61,150.72,7215,19:30:00,19,2
2018-06-19 20:00:00,107.66,195.02,7070,20:00:00,20,2
2018-06-19 20:30:00,102.75,213.33,6947,20:30:00,20,2
2018-06-19 21:00:00,99.54,216.84,6773,21:00:00,21,2
2018-06-19 21:30:00,96.22,221.0,6582,21:30:00,21,2
2018-06-19 22:00:00,93.77,225.1,6303,22:00:00,22,2
2018-06-19 22:30:00,134.39,221.41,5997,22:30:00,22,2
2018-06-19 23:00:00,86.95,213.39,5776,23:00:00,23,2
2018-06-19 23:30:00,84.49,213.93,5817,23:30:00,23,2
2018-06-20 00:00:00,78.57,211.87,5778,00:00:00,0,3
2018-06-20 00:30:00,67.5,216.51,5566,00:30:00,0,3
2018-06-20 01:00:00,59.82,232.14,5378,01:00:00,1,3
2018-06-20 01:30:00,60.93,241.33,5265,01:30:00,1,3
2018-06-20 02:00:00,57.27,241.45,5040,02:00:00,2,3
2018-06-20 02:30:00,48.0,244.22,4919,02:30:00,2,3
2018-06-20 03:00:00,31.99,250.27,4768,03:00:00,3,3
2018-06-20 03:30:00,26.31,270.1,4713,03:30:00,3,3
2018-06-20 04:00:00,48.42,286.41,4672,04:00:00,4,3
2018-06-20 04:30:00,36.28,280.25,4685,04:30:00,4,3
2018-06-20 05:00:00,41.47,269.67,4759,05:00:00,5,3
2018-06-20 05:30:00,50.99,258.06,4889,05:30:00,5,3
2018-06-20 06:00:00,57.19,238.61,5165,06:00:00,6,3
2018-06-20 06:30:00,69.53,231.5,5686,06:30:00,6,3
2018-06-20 07:00:00,101.56,221.41,6252,07:00:00,7,3
2018-06-20 07:30:00,129.61,225.22,6686,07:30:00,7,3
2018-06-20 08:00:00,164.19,252.97,7034,08:00:00,8,3
2018-06-20 08:30:00,123.28,246.29,7190,08:30:00,8,3
2018-06-20 09:00:00,95.73,237.73,7140,09:00:00,9,3
2018-06-20 09:30:00,94.88,247.05,7101,09:30:00,9,3
2018-06-20 10:00:00,81.51,263.22,6983,10:00:00,10,3
2018-06-20 10:30:00,101.32,249.75,6799,10:30:00,10,3
2018-06-20 11:00:00,98.66,244.92,6588,11:00:00,11,3
2018-06-20 11:30:00,93.66,229.49,6453,11:30:00,11,3
2018-06-20 12:00:00,89.51,206.08,6380,12:00:00,12,3
2018-06-20 12:30:00,85.63,235.31,6298,12:30:00,12,3
2018-06-20 13:00:00,95.63,240.11,6205,13:00:00,13,3
2018-06-20 13:30:00,92.22,235.62,6151,13:30:00,13,3
2018-06-20 14:00:00,82.84,246.59,6087,14:00:00,14,3
2018-06-20 14:30:00,82.74,249.77,5974,14:30:00,14,3
2018-06-20 15:00:00,89.55,237.73,5938,15:00:00,15,3
2018-06-20 15:30:00,89.45,206.52,6029,15:30:00,15,3
2018-06-20 16:00:00,93.01,203.62,6194,16:00:00,16,3
2018-06-20 16:30:00,111.97,199.3,6406,16:30:00,16,3
2018-06-20 17:00:00,108.62,180.96,6641,17:00:00,17,3
2018-06-20 17:30:00,147.71,187.82,6986,17:30:00,17,3
2018-06-20 18:00:00,133.9,162.07,7308,18:00:00,18,3
2018-06-20 18:30:00,128.24,141.25,7332,18:30:00,18,3
2018-06-20 19:00:00,109.38,145.05,7240,19:00:00,19,3
2018-06-20 19:30:00,100.72,175.98,7114,19:30:00,19,3
2018-06-20 20:00:00,102.59,181.6,7005,20:00:00,20,3
2018-06-20 20:30:00,103.47,191.75,6891,20:30:00,20,3
2018-06-20 21:00:00,96.49,217.37,6720,21:00:00,21,3
2018-06-20 21:30:00,93.01,197.89,6531,21:30:00,21,3
2018-06-20 22:00:00,85.2,157.54,6305,22:00:00,22,3
2018-06-20 22:30:00,114.55,155.72,6022,22:30:00,22,3
2018-06-20 23:00:00,76.08,147.41,5775,23:00:00,23,3
2018-06-20 23:30:00,79.44,136.41,5819,23:30:00,23,3
2018-06-21 00:00:00,102.57,140.54,5837,00:00:00,0,4
2018-06-21 00:30:00,115.92,138.31,5617,00:30:00,0,4
2018-06-21 01:00:00,89.13,121.85,5435,01:00:00,1,4
2018-06-21 01:30:00,82.58,111.19,5296,01:30:00,1,4
2018-06-21 02:00:00,72.47,116.1,5085,02:00:00,2,4
2018-06-21 02:30:00,69.21,91.99,4943,02:30:00,2,4
2018-06-21 03:00:00,64.79,70.97,4851,03:00:00,3,4
2018-06-21 03:30:00,64.58,53.29,4746,03:30:00,3,4
2018-06-21 04:00:00,67.9,33.37,4734,04:00:00,4,4
2018-06-21 04:30:00,61.58,29.14,4748,04:30:00,4,4
2018-06-21 05:00:00,64.86,28.27,4818,05:00:00,5,4
2018-06-21 05:30:00,69.78,31.19,5031,05:30:00,5,4
2018-06-21 06:00:00,123.72,24.31,5316,06:00:00,6,4
2018-06-21 06:30:00,136.35,21.44,5795,06:30:00,6,4
2018-06-21 07:00:00,270.55,36.43,6342,07:00:00,7,4
2018-06-21 07:30:00,167.88,40.36,6799,07:30:00,7,4
2018-06-21 08:00:00,192.34,37.61,7176,08:00:00,8,4
2018-06-21 08:30:00,273.36,37.24,7309,08:30:00,8,4
2018-06-21 09:00:00,120.68,34.51,7202,09:00:00,9,4
2018-06-21 09:30:00,95.61,34.09,7078,09:30:00,9,4
2018-06-21 10:00:00,91.34,28.99,6808,10:00:00,10,4
2018-06-21 10:30:00,103.2,27.65,6549,10:30:00,10,4
2018-06-21 11:00:00,112.6,14.55,6364,11:00:00,11,4
2018-06-21 11:30:00,108.26,8.41,6167,11:30:00,11,4
2018-06-21 12:00:00,107.87,8.16,5976,12:00:00,12,4
2018-06-21 12:30:00,100.13,13.24,5831,12:30:00,12,4
2018-06-21 13:00:00,102.81,20.95,5733,13:00:00,13,4
2018-06-21 13:30:00,86.58,16.39,5746,13:30:00,13,4
2018-06-21 14:00:00,89.85,7.47,5711,14:00:00,14,4
2018-06-21 14:30:00,84.68,3.61,5731,14:30:00,14,4
2018-06-21 15:00:00,94.24,4.48,5740,15:00:00,15,4
2018-06-21 15:30:00,106.06,4.34,5822,15:30:00,15,4
2018-06-21 16:00:00,106.99,5.8,5965,16:00:00,16,4
2018-06-21 16:30:00,139.5,5.27,6219,16:30:00,16,4
2018-06-21 17:00:00,162.92,31.45,6520,17:00:00,17,4
2018-06-21 17:30:00,135.92,31.32,6801,17:30:00,17,4
2018-06-21 18:00:00,272.53,32.94,7228,18:00:00,18,4
2018-06-21 18:30:00,309.36,33.68,7260,18:30:00,18,4
2018-06-21 19:00:00,290.3,35.39,7234,19:00:00,19,4
2018-06-21 19:30:00,235.58,33.65,7155,19:30:00,19,4
2018-06-21 20:00:00,301.7,32.32,6996,20:00:00,20,4
2018-06-21 20:30:00,232.56,31.28,6894,20:30:00,20,4
2018-06-21 21:00:00,139.58,30.07,6760,21:00:00,21,4
2018-06-21 21:30:00,107.83,32.34,6558,21:30:00,21,4
2018-06-21 22:00:00,94.39,35.21,6342,22:00:00,22,4
2018-06-21 22:30:00,204.76,35.43,6039,22:30:00,22,4
2018-06-21 23:00:00,134.39,26.69,5840,23:00:00,23,4
2018-06-21 23:30:00,100.32,29.76,5909,23:30:00,23,4
2018-06-22 00:00:00,97.67,34.14,5881,00:00:00,0,5
2018-06-22 00:30:00,94.69,38.99,5627,00:30:00,0,5
2018-06-22 01:00:00,96.01,25.71,5430,01:00:00,1,5
2018-06-22 01:30:00,84.85,27.54,5261,01:30:00,1,5
2018-06-22 02:00:00,76.05,31.47,5043,02:00:00,2,5
2018-06-22 02:30:00,80.06,40.31,4888,02:30:00,2,5
2018-06-22 03:00:00,72.47,39.69,4787,03:00:00,3,5
2018-06-22 03:30:00,70.85,39.81,4718,03:30:00,3,5
2018-06-22 04:00:00,71.07,39.2,4676,04:00:00,4,5
2018-06-22 04:30:00,71.59,36.97,4694,04:30:00,4,5
2018-06-22 05:00:00,71.07,42.1,4771,05:00:00,5,5
2018-06-22 05:30:00,69.57,51.12,4951,05:30:00,5,5
2018-06-22 06:00:00,88.36,61.65,5245,06:00:00,6,5
2018-06-22 06:30:00,150.42,67.71,5712,06:30:00,6,5
2018-06-22 07:00:00,274.98,99.48,6201,07:00:00,7,5
2018-06-22 07:30:00,253.96,109.96,6584,07:30:00,7,5
2018-06-22 08:00:00,175.04,119.04,6982,08:00:00,8,5
2018-06-22 08:30:00,130.49,121.35,7109,08:30:00,8,5
2018-06-22 09:00:00,113.92,123.65,7057,09:00:00,9,5
2018-06-22 09:30:00,98.98,116.9,6946,09:30:00,9,5
2018-06-22 10:00:00,91.31,99.21,6701,10:00:00,10,5
2018-06-22 10:30:00,114.22,84.67,6452,10:30:00,10,5
2018-06-22 11:00:00,106.18,78.65,6227,11:00:00,11,5
2018-06-22 11:30:00,98.32,82.33,6020,11:30:00,11,5
2018-06-22 12:00:00,86.2,86.48,5860,12:00:00,12,5
2018-06-22 12:30:00,168.08,91.22,5724,12:30:00,12,5
2018-06-22 13:00:00,106.38,97.03,5724,13:00:00,13,5
2018-06-22 13:30:00,104.29,102.54,5795,13:30:00,13,5
2018-06-22 14:00:00,95.54,99.24,5807,14:00:00,14,5
2018-06-22 14:30:00,88.61,84.9,5768,14:30:00,14,5
2018-06-22 15:00:00,90.88,79.95,5746,15:00:00,15,5
2018-06-22 15:30:00,100.2,78.77,5766,15:30:00,15,5
2018-06-22 16:00:00,110.66,78.15,5918,16:00:00,16,5
2018-06-22 16:30:00,202.53,86.58,6093,16:30:00,16,5
2018-06-22 17:00:00,134.65,96.34,6336,17:00:00,17,5
2018-06-22 17:30:00,177.76,88.35,6643,17:30:00,17,5
2018-06-22 18:00:00,289.01,86.01,6976,18:00:00,18,5
2018-06-22 18:30:00,234.27,88.29,7023,18:30:00,18,5
2018-06-22 19:00:00,157.58,93.93,6924,19:00:00,19,5
2018-06-22 19:30:00,150.04,102.53,6796,19:30:00,19,5
2018-06-22 20:00:00,129.74,105.97,6698,20:00:00,20,5
2018-06-22 20:30:00,137.21,122.73,6537,20:30:00,20,5
2018-06-22 21:00:00,131.99,128.46,6418,21:00:00,21,5
2018-06-22 21:30:00,189.4,105.21,6291,21:30:00,21,5
2018-06-22 22:00:00,147.06,105.91,6115,22:00:00,22,5
2018-06-22 22:30:00,171.17,115.92,5906,22:30:00,22,5
2018-06-22 23:00:00,133.42,118.46,5709,23:00:00,23,5
2018-06-22 23:30:00,135.89,121.51,5812,23:30:00,23,5
2018-06-23 00:00:00,123.91,124.79,5779,00:00:00,0,6
2018-06-23 00:30:00,102.79,131.41,5570,00:30:00,0,6
2018-06-23 01:00:00,106.46,138.83,5386,01:00:00,1,6
2018-06-23 01:30:00,104.6,126.81,5221,01:30:00,1,6
2018-06-23 02:00:00,83.82,131.88,5016,02:00:00,2,6
2018-06-23 02:30:00,66.5,153.88,4871,02:30:00,2,6
2018-06-23 03:00:00,64.08,150.02,4756,03:00:00,3,6
2018-06-23 03:30:00,65.0,136.26,4665,03:30:00,3,6
2018-06-23 04:00:00,55.12,143.55,4610,04:00:00,4,6
2018-06-23 04:30:00,58.02,148.08,4608,04:30:00,4,6
2018-06-23 05:00:00,55.96,144.67,4591,05:00:00,5,6
2018-06-23 05:30:00,61.66,127.81,4658,05:30:00,5,6
2018-06-23 06:00:00,61.89,116.87,4761,06:00:00,6,6
2018-06-23 06:30:00,72.33,97.71,4987,06:30:00,6,6
2018-06-23 07:00:00,86.99,85.48,5230,07:00:00,7,6
2018-06-23 07:30:00,82.8,77.49,5348,07:30:00,7,6
2018-06-23 08:00:00,92.99,75.38,5624,08:00:00,8,6
2018-06-23 08:30:00,104.58,85.41,5919,08:30:00,8,6
2018-06-23 09:00:00,99.36,87.52,6069,09:00:00,9,6
2018-06-23 09:30:00,180.11,82.58,6212,09:30:00,9,6
2018-06-23 10:00:00,114.14,71.83,6193,10:00:00,10,6
2018-06-23 10:30:00,116.86,61.75,6121,10:30:00,10,6
2018-06-23 11:00:00,98.94,58.0,6023,11:00:00,11,6
2018-06-23 11:30:00,130.02,48.94,5945,11:30:00,11,6
2018-06-23 12:00:00,95.91,55.62,5859,12:00:00,12,6
2018-06-23 12:30:00,85.51,54.17,5803,12:30:00,12,6
2018-06-23 13:00:00,90.46,58.79,5762,13:00:00,13,6
2018-06-23 13:30:00,104.92,51.32,5805,13:30:00,13,6
2018-06-23 14:00:00,113.65,48.2,5779,14:00:00,14,6
2018-06-23 14:30:00,101.13,48.72,5772,14:30:00,14,6
2018-06-23 15:00:00,100.89,47.96,5816,15:00:00,15,6
2018-06-23 15:30:00,116.91,60.1,5847,15:30:00,15,6
2018-06-23 16:00:00,81.28,73.6,5889,16:00:00,16,6
2018-06-23 16:30:00,86.49,66.4,5990,16:30:00,16,6
2018-06-23 17:00:00,104.27,77.9,6186,17:00:00,17,6
2018-06-23 17:30:00,100.08,87.12,6425,17:30:00,17,6
2018-06-23 18:00:00,145.37,106.87,6641,18:00:00,18,6
2018-06-23 18:30:00,114.11,106.92,6599,18:30:00,18,6
2018-06-23 19:00:00,112.36,90.14,6486,19:00:00,19,6
2018-06-23 19:30:00,98.14,72.45,6325,19:30:00,19,6
2018-06-23 20:00:00,102.12,81.43,6158,20:00:00,20,6
2018-06-23 20:30:00,113.84,99.06,6054,20:30:00,20,6
2018-06-23 21:00:00,98.68,79.06,5899,21:00:00,21,6
2018-06-23 21:30:00,97.93,46.62,5852,21:30:00,21,6
2018-06-23 22:00:00,101.5,47.86,5711,22:00:00,22,6
2018-06-23 22:30:00,100.89,50.9,5555,22:30:00,22,6
2018-06-23 23:00:00,95.07,41.36,5480,23:00:00,23,6
2018-06-23 23:30:00,101.41,52.75,5602,23:30:00,23,6
2018-06-24 00:00:00,101.15,52.31,5615,00:00:00,0,7
2018-06-24 00:30:00,96.56,48.7,5396,00:30:00,0,7
2018-06-24 01:00:00,84.46,45.47,5227,01:00:00,1,7
2018-06-24 01:30:00,70.4,42.3,5045,01:30:00,1,7
2018-06-24 02:00:00,62.19,47.07,4848,02:00:00,2,7
2018-06-24 02:30:00,61.04,41.78,4684,02:30:00,2,7
2018-06-24 03:00:00,59.82,43.74,4538,03:00:00,3,7
2018-06-24 03:30:00,61.33,39.98,4467,03:30:00,3,7
2018-06-24 04:00:00,56.97,30.38,4385,04:00:00,4,7
2018-06-24 04:30:00,60.61,36.0,4339,04:30:00,4,7
2018-06-24 05:00:00,58.31,49.05,4327,05:00:00,5,7
2018-06-24 05:30:00,55.81,46.44,4354,05:30:00,5,7
2018-06-24 06:00:00,58.38,46.82,4370,06:00:00,6,7
2018-06-24 06:30:00,62.19,43.58,4515,06:30:00,6,7
2018-06-24 07:00:00,61.56,45.24,4669,07:00:00,7,7
2018-06-24 07:30:00,59.08,36.27,4756,07:30:00,7,7
2018-06-24 08:00:00,68.81,43.27,4954,08:00:00,8,7
2018-06-24 08:30:00,72.61,48.99,5187,08:30:00,8,7
2018-06-24 09:00:00,81.14,52.06,5388,09:00:00,9,7
2018-06-24 09:30:00,81.03,51.82,5509,09:30:00,9,7
2018-06-24 10:00:00,73.0,57.71,5550,10:00:00,10,7
2018-06-24 10:30:00,71.23,81.7,5569,10:30:00,10,7
2018-06-24 11:00:00,74.37,65.58,5503,11:00:00,11,7
2018-06-24 11:30:00,68.33,63.11,5431,11:30:00,11,7
2018-06-24 12:00:00,70.2,75.09,5339,12:00:00,12,7
2018-06-24 12:30:00,89.21,70.53,5282,12:30:00,12,7
2018-06-24 13:00:00,94.81,70.8,5239,13:00:00,13,7
2018-06-24 13:30:00,87.53,62.07,5266,13:30:00,13,7
2018-06-24 14:00:00,83.73,45.15,5273,14:00:00,14,7
2018-06-24 14:30:00,93.08,42.49,5277,14:30:00,14,7
2018-06-24 15:00:00,74.29,41.78,5297,15:00:00,15,7
2018-06-24 15:30:00,68.29,51.76,5390,15:30:00,15,7
2018-06-24 16:00:00,77.52,49.86,5550,16:00:00,16,7
2018-06-24 16:30:00,88.6,51.78,5724,16:30:00,16,7
2018-06-24 17:00:00,105.04,72.45,5948,17:00:00,17,7
2018-06-24 17:30:00,111.69,75.9,6279,17:30:00,17,7
2018-06-24 18:00:00,247.36,77.45,6559,18:00:00,18,7
2018-06-24 18:30:00,235.92,70.63,6553,18:30:00,18,7
2018-06-24 19:00:00,158.58,65.99,6438,19:00:00,19,7
2018-06-24 19:30:00,112.42,63.28,6332,19:30:00,19,7
2018-06-24 20:00:00,111.39,75.39,6234,20:00:00,20,7
2018-06-24 20:30:00,152.78,79.37,6081,20:30:00,20,7
2018-06-24 21:00:00,127.91,69.86,5961,21:00:00,21,7
2018-06-24 21:30:00,147.1,57.34,5851,21:30:00,21,7
2018-06-24 22:00:00,99.48,60.64,5680,22:00:00,22,7
2018-06-24 22:30:00,100.47,54.55,5455,22:30:00,22,7
2018-06-24 23:00:00,92.18,51.47,5276,23:00:00,23,7
2018-06-24 23:30:00,101.27,52.63,5383,23:30:00,23,7
2018-06-25 00:00:00,110.01,46.86,5384,00:00:00,0,1
2018-06-25 00:30:00,76.36,53.51,5208,00:30:00,0,1
2018-06-25 01:00:00,106.39,64.58,5054,01:00:00,1,1
2018-06-25 01:30:00,81.45,64.92,4924,01:30:00,1,1
2018-06-25 02:00:00,67.11,58.15,4755,02:00:00,2,1
