Time (UTC+10),Regions NSW Trading Total Intermittent Generation (MW),Regions SA Trading Total Intermittent Generation (MW),Regions TAS Trading Total Intermittent Generation (MW),Regions VIC Trading Total Intermittent Generation (MW),Regions NSW Operational Demand (MW),Regions SA Operational Demand (MW),Regions TAS Operational Demand (MW),Regions VIC Operational Demand (MW)
2019-04-11 11:00:00,53.72,41.68,58.74,27.07,7732,1087,1155,4899
2019-04-11 11:30:00,54.02,27.27,54.61,16.61,7664,1034,1128,4831
2019-04-11 12:00:00,54.91,19.39,54.36,7.37,7596,990,1124,4765
2019-04-11 12:30:00,54.71,14.49,52.0,4.03,7632,972,1069,4708
2019-04-11 13:00:00,54.27,10.79,52.31,3.09,7665,960,1068,4636
2019-04-11 13:30:00,53.33,11.29,55.82,2.58,7692,965,1078,4641
2019-04-11 14:00:00,51.52,8.28,56.11,1.92,7718,973,1081,4694
2019-04-11 14:30:00,50.34,11.85,51.1,3.27,7735,995,1099,4714
2019-04-11 15:00:00,47.63,22.98,47.05,6.12,7759,1032,1096,4770
2019-04-11 15:30:00,42.71,36.95,49.62,9.45,7817,1077,1099,4849
2019-04-11 16:00:00,37.47,37.19,46.16,18.06,7969,1136,1110,4947
2019-04-11 16:30:00,30.25,38.98,49.04,19.89,8137,1217,1126,5086
2019-04-11 17:00:00,19.63,37.47,45.37,28.25,8309,1297,1169,5291
2019-04-11 17:30:00,8.69,41.06,56.66,38.88,8545,1386,1215,5459
2019-04-11 18:00:00,12.74,43.69,52.83,49.44,8891,1483,1257,5660
2019-04-11 18:30:00,50.63,42.12,48.27,76.08,9149,1571,1309,5866
2019-04-11 19:00:00,63.48,40.76,45.56,92.28,9094,1656,1317,5983
2019-04-11 19:30:00,68.18,64.33,47.2,103.57,8898,1693,1303,5919
2019-04-11 20:00:00,71.88,75.05,38.36,112.43,8713,1659,1278,5805
2019-04-11 20:30:00,66.01,88.61,38.02,111.57,8543,1637,1262,5667
2019-04-11 21:00:00,59.37,99.66,28.96,105.08,8377,1607,1243,5507
2019-04-11 21:30:00,56.18,109.14,29.31,97.53,8142,1578,1222,5379
2019-04-11 22:00:00,47.69,105.42,26.34,80.53,7983,1539,1189,5234
2019-04-11 22:30:00,34.69,110.79,25.63,58.01,7975,1489,1174,4979
2019-04-11 23:00:00,29.23,106.66,25.72,55.55,7823,1458,1135,4875
2019-04-11 23:30:00,27.42,110.54,25.64,56.67,7736,1430,1104,4995
2019-04-12 00:00:00,27.6,126.67,25.55,55.09,7630,1577,1087,5001
2019-04-12 00:30:00,28.84,121.53,25.45,56.5,7517,1548,1078,4795
2019-04-12 01:00:00,22.5,129.28,25.46,57.9,7351,1490,1072,4604
2019-04-12 01:30:00,12.75,126.49,21.98,66.69,7136,1398,1072,4469
2019-04-12 02:00:00,11.13,118.81,21.41,76.98,6944,1334,1061,4298
2019-04-12 02:30:00,10.06,119.61,21.37,77.57,6702,1289,1045,4143
2019-04-12 03:00:00,9.39,122.46,21.38,69.75,6496,1267,1050,4059
2019-04-12 03:30:00,9.12,130.33,21.42,58.21,6359,1231,1054,4042
2019-04-12 04:00:00,7.87,134.94,21.39,49.36,6336,1220,1055,4019
2019-04-12 04:30:00,6.92,132.85,21.35,44.5,6358,1201,1069,4047
2019-04-12 05:00:00,6.45,131.99,21.43,46.9,6455,1206,1089,4103
2019-04-12 05:30:00,6.17,132.06,21.55,39.84,6674,1217,1115,4192
2019-04-12 06:00:00,6.39,134.94,28.51,38.17,6944,1254,1139,4221
2019-04-12 06:30:00,6.35,142.34,36.4,49.01,7471,1308,1184,4801
2019-04-12 07:00:00,7.13,150.0,36.67,48.42,7903,1404,1255,5262
2019-04-12 07:30:00,10.63,153.15,36.62,44.04,8105,1463,1315,5426
2019-04-12 08:00:00,20.34,158.42,36.9,52.26,8252,1488,1333,5563
2019-04-12 08:30:00,30.29,155.01,39.9,61.89,8217,1465,1324,5530
2019-04-12 09:00:00,32.15,125.1,41.8,56.09,8114,1395,1290,5376
2019-04-12 09:30:00,39.77,85.49,31.04,47.0,8076,1295,1287,5200
2019-04-12 10:00:00,49.04,68.12,37.24,47.28,8022,1215,1257,5027
2019-04-12 10:30:00,50.7,73.26,41.59,58.99,7972,1134,1216,4843
2019-04-12 11:00:00,52.55,70.29,41.57,70.99,7929,1075,1141,4763
2019-04-12 11:30:00,52.94,69.64,43.91,86.67,7885,1028,1137,4667
2019-04-12 12:00:00,52.96,68.22,48.78,105.82,7893,1010,1114,4583
2019-04-12 12:30:00,51.19,64.6,39.75,109.85,7822,991,1111,4537
2019-04-12 13:00:00,44.51,53.07,42.74,106.25,7758,968,1110,4562
2019-04-12 13:30:00,41.62,49.86,48.33,104.08,7694,952,1086,4584
2019-04-12 14:00:00,44.44,71.14,45.53,92.13,7670,964,1085,4610
2019-04-12 14:30:00,46.56,66.82,38.63,83.4,7691,982,1079,4652
2019-04-12 15:00:00,47.11,48.96,31.27,80.85,7683,1018,1088,4715
2019-04-12 15:30:00,43.06,29.51,29.61,61.89,7739,1074,1106,4810
2019-04-12 16:00:00,42.1,26.01,31.95,45.87,7918,1133,1117,4931
2019-04-12 16:30:00,46.05,30.12,31.55,37.47,8113,1214,1130,5060
2019-04-12 17:00:00,32.15,28.25,33.41,27.51,8299,1303,1185,5234
2019-04-12 17:30:00,25.95,24.44,44.56,23.69,8402,1403,1227,5377
2019-04-12 18:00:00,5.54,23.76,52.79,37.74,8647,1480,1268,5483
2019-04-12 18:30:00,1.19,20.22,55.61,34.98,8744,1515,1289,5579
2019-04-12 19:00:00,1.59,15.54,57.89,30.57,8661,1550,1287,5629
2019-04-12 19:30:00,2.98,14.78,57.61,27.73,8439,1558,1267,5517
2019-04-12 20:00:00,0.73,10.81,58.84,28.45,8302,1520,1251,5430
2019-04-12 20:30:00,0.53,10.92,58.14,23.52,8182,1488,1246,5324
2019-04-12 21:00:00,1.05,12.3,58.69,15.23,8042,1457,1226,5233
2019-04-12 21:30:00,0.97,25.05,36.2,14.74,7873,1427,1232,5126
2019-04-12 22:00:00,1.92,30.21,33.02,16.93,7739,1402,1211,5015
2019-04-12 22:30:00,4.6,31.29,33.97,19.12,7795,1365,1163,4862
2019-04-12 23:00:00,0.9,27.17,40.65,19.08,7688,1327,1129,4771
2019-04-12 23:30:00,0.38,27.33,47.29,20.35,7673,1326,1126,4922
2019-04-13 00:00:00,0.32,28.08,50.55,23.07,7611,1474,1103,4858
2019-04-13 00:30:00,0.29,34.38,47.63,16.68,7467,1441,1088,4685
2019-04-13 01:00:00,0.3,60.6,40.84,18.47,7278,1388,1079,4497
2019-04-13 01:30:00,0.29,67.04,39.47,14.6,7076,1290,1069,4331
2019-04-13 02:00:00,0.29,56.02,38.52,7.66,6877,1219,1056,4185
2019-04-13 02:30:00,0.29,42.09,43.24,10.47,6583,1177,1049,4047
2019-04-13 03:00:00,0.3,25.96,51.81,12.6,6384,1162,1046,3968
2019-04-13 03:30:00,0.31,15.65,64.85,12.07,6214,1136,1045,3935
2019-04-13 04:00:00,0.31,9.72,52.87,14.49,6179,1117,1046,3895
2019-04-13 04:30:00,0.31,7.09,34.32,11.32,6121,1102,1052,3883
2019-04-13 05:00:00,0.32,7.56,34.1,9.9,6123,1090,1060,3855
2019-04-13 05:30:00,0.3,11.53,36.47,12.64,6248,1084,1067,3900
2019-04-13 06:00:00,0.46,25.85,51.29,23.86,6335,1102,1073,3991
2019-04-13 06:30:00,0.69,42.41,42.34,25.91,6583,1123,1098,4175
2019-04-13 07:00:00,1.75,68.95,51.75,22.11,6788,1161,1123,4283
2019-04-13 07:30:00,9.67,65.9,60.62,12.54,6990,1178,1158,4402
2019-04-13 08:00:00,23.44,57.87,64.29,22.0,7200,1189,1173,4561
2019-04-13 08:30:00,34.85,49.66,69.1,33.3,7335,1201,1219,4672
2019-04-13 09:00:00,41.43,36.05,54.17,22.89,7364,1226,1238,4759
2019-04-13 09:30:00,44.75,39.37,54.26,6.6,7318,1247,1244,4785
2019-04-13 10:00:00,47.79,48.04,53.29,-0.07,7196,1248,1237,4688
2019-04-13 10:30:00,48.92,45.92,42.85,1.97,7139,1233,1208,4654
2019-04-13 11:00:00,51.99,44.2,43.51,4.84,7113,1216,1177,4629
2019-04-13 11:30:00,51.08,50.89,42.54,7.77,7011,1202,1159,4591
2019-04-13 12:00:00,51.43,48.76,49.89,19.31,6926,1162,1137,4458
2019-04-13 12:30:00,59.7,59.42,46.71,44.96,6889,1152,1122,4377
2019-04-13 13:00:00,63.34,70.4,49.01,49.45,6896,1165,1110,4311
2019-04-13 13:30:00,50.87,61.47,55.51,41.45,6923,1170,1099,4281
2019-04-13 14:00:00,34.55,59.56,57.54,41.54,7019,1160,1088,4234
2019-04-13 14:30:00,28.27,63.26,66.27,53.19,7072,1145,1088,4194
2019-04-13 15:00:00,27.79,68.2,68.66,56.16,7148,1174,1099,4249
2019-04-13 15:30:00,19.69,77.46,62.49,55.52,7304,1208,1105,4306
2019-04-13 16:00:00,22.46,69.62,65.07,57.79,7434,1227,1127,4367
2019-04-13 16:30:00,46.44,64.01,58.53,56.18,7576,1243,1151,4484
2019-04-13 17:00:00,74.39,72.38,53.94,56.47,7737,1279,1178,4636
2019-04-13 17:30:00,74.63,86.47,53.78,53.16,7861,1328,1225,4783
2019-04-13 18:00:00,79.19,96.72,51.42,63.97,8148,1385,1259,4990
2019-04-13 18:30:00,94.36,134.44,45.62,81.01,8252,1441,1284,5166
2019-04-13 19:00:00,86.29,112.27,50.59,81.89,8132,1479,1264,5200
2019-04-13 19:30:00,102.29,96.51,59.94,82.07,7892,1468,1236,5098
2019-04-13 20:00:00,112.84,90.43,59.54,88.92,7739,1443,1225,4982
2019-04-13 20:30:00,103.84,79.32,60.05,87.21,7650,1415,1181,4870
2019-04-13 21:00:00,115.17,74.49,57.07,87.66,7534,1392,1164,4754
2019-04-13 21:30:00,115.23,82.55,54.67,110.75,7401,1370,1149,4679
2019-04-13 22:00:00,106.13,82.28,48.46,114.99,7307,1332,1129,4593
2019-04-13 22:30:00,102.21,90.89,55.46,109.3,7268,1291,1102,4495
2019-04-13 23:00:00,92.35,92.44,56.96,116.18,7171,1268,1075,4464
2019-04-13 23:30:00,88.2,92.21,66.82,126.98,7102,1257,1061,4644
2019-04-14 00:00:00,75.73,86.3,71.9,124.55,7004,1412,1047,4670
2019-04-14 00:30:00,72.57,78.35,46.53,133.35,6837,1382,1049,4464
2019-04-14 01:00:00,78.08,78.5,38.48,130.72,6697,1323,1036,4325
2019-04-14 01:30:00,70.65,94.78,42.27,121.62,6531,1247,1022,4155
2019-04-14 02:00:00,78.33,85.68,41.99,109.38,6369,1184,1013,4017
2019-04-14 02:30:00,72.36,94.68,37.23,104.54,6147,1142,1010,3878
2019-04-14 03:00:00,63.06,102.73,51.8,89.79,6022,1115,1015,3797
2019-04-14 03:30:00,57.07,147.35,55.56,94.71,5955,1105,1022,3724
2019-04-14 04:00:00,52.27,143.88,59.91,108.11,5912,1088,1019,3718
2019-04-14 04:30:00,50.88,158.49,70.0,135.76,5896,1094,1013,3715
2019-04-14 05:00:00,45.72,143.28,76.95,137.06,5893,1084,1036,3684
2019-04-14 05:30:00,39.48,121.58,75.26,118.11,5993,1067,1055,3703
2019-04-14 06:00:00,36.56,111.37,74.9,110.71,6045,1058,1065,3698
2019-04-14 06:30:00,36.38,96.1,78.81,96.05,6238,1066,1084,3795
2019-04-14 07:00:00,40.16,63.38,81.85,85.95,6370,1091,1109,3857
2019-04-14 07:30:00,44.86,63.85,84.56,85.18,6564,1093,1139,3867
2019-04-14 08:00:00,46.1,65.83,97.11,66.76,6798,1102,1157,3979
2019-04-14 08:30:00,46.51,63.9,95.9,62.04,6975,1109,1176,4036
2019-04-14 09:00:00,71.87,51.16,104.89,57.83,7096,1076,1184,4076
2019-04-14 09:30:00,75.27,47.0,107.65,56.37,7113,1038,1201,3995
2019-04-14 10:00:00,64.44,38.83,113.59,49.47,7075,1026,1187,3938
2019-04-14 10:30:00,54.34,36.42,122.99,31.58,7052,998,1166,3874
2019-04-14 11:00:00,42.3,38.75,131.61,25.37,7012,921,1144,3819
2019-04-14 11:30:00,41.27,36.3,123.28,19.5,6920,834,1122,3795
2019-04-14 12:00:00,33.27,38.83,128.37,16.58,6938,811,1110,3755
2019-04-14 12:30:00,34.72,32.73,130.19,17.24,6923,779,1101,3776
2019-04-14 13:00:00,37.16,31.57,124.78,16.01,6838,770,1088,3756
2019-04-14 13:30:00,30.31,26.91,121.47,16.63,6738,768,1074,3793
2019-04-14 14:00:00,35.17,17.73,114.72,16.98,6749,787,1061,3862
2019-04-14 14:30:00,36.88,12.39,108.6,16.84,6823,807,1066,3920
2019-04-14 15:00:00,30.81,13.67,118.15,18.53,6892,855,1065,3999
2019-04-14 15:30:00,19.35,12.39,126.35,14.86,7058,922,1081,4165
2019-04-14 16:00:00,22.6,10.6,123.32,13.49,7195,991,1097,4300
2019-04-14 16:30:00,26.4,13.89,116.56,11.44,7386,1070,1121,4418
2019-04-14 17:00:00,32.62,20.62,106.24,9.1,7583,1167,1158,4602
2019-04-14 17:30:00,40.91,33.28,103.13,7.58,7798,1284,1204,4769
2019-04-14 18:00:00,48.34,32.45,103.64,7.62,8103,1375,1261,4931
2019-04-14 18:30:00,72.18,36.51,120.03,6.64,8312,1448,1300,5118
2019-04-14 19:00:00,82.2,55.97,133.78,6.74,8182,1492,1294,5129
2019-04-14 19:30:00,71.43,67.91,131.05,8.68,7993,1478,1263,5034
2019-04-14 20:00:00,67.95,76.33,126.83,11.72,7848,1435,1236,4918
2019-04-14 20:30:00,70.77,79.64,137.35,13.83,7715,1394,1227,4817
2019-04-14 21:00:00,55.54,96.6,154.82,15.94,7600,1358,1188,4704
2019-04-14 21:30:00,40.72,114.53,160.3,13.82,7466,1333,1166,4611
2019-04-14 22:00:00,24.4,122.29,150.69,12.07,7363,1324,1153,4513
2019-04-14 22:30:00,26.38,129.9,131.7,8.79,7252,1308,1137,4414
2019-04-14 23:00:00,35.41,134.0,121.05,6.81,7136,1303,1104,4350
2019-04-14 23:30:00,31.39,158.83,123.7,11.07,7068,1313,1090,4488
2019-04-15 00:00:00,25.49,191.81,125.7,11.57,6959,1472,1070,4510
2019-04-15 00:30:00,20.08,188.85,124.68,5.17,6807,1441,1056,4353
2019-04-15 01:00:00,33.88,166.39,136.81,4.43,6657,1372,1041,4194
2019-04-15 01:30:00,28.49,170.34,139.31,2.65,6560,1291,1037,4088
2019-04-15 02:00:00,12.89,191.16,131.03,2.76,6387,1239,1032,3963
2019-04-15 02:30:00,16.18,186.53,123.7,5.55,6176,1210,1035,3846
2019-04-15 03:00:00,11.33,178.17,112.97,6.94,6054,1194,1021,3779
2019-04-15 03:30:00,19.32,172.01,109.69,10.8,5982,1169,1020,3746
2019-04-15 04:00:00,9.11,166.17,109.73,16.48,5965,1149,1016,3733
2019-04-15 04:30:00,6.94,166.12,126.05,23.65,5966,1156,1027,3754
2019-04-15 05:00:00,6.99,170.41,140.09,28.98,6063,1161,1033,3803
2019-04-15 05:30:00,5.78,168.41,138.74,35.2,6327,1180,1070,3960
2019-04-15 06:00:00,5.36,169.42,141.06,32.37,6613,1214,1097,4145
2019-04-15 06:30:00,9.39,173.56,139.5,29.45,7049,1267,1148,4459
2019-04-15 07:00:00,8.95,178.69,148.32,29.9,7443,1359,1201,4761
2019-04-15 07:30:00,14.65,176.64,149.2,36.28,7637,1372,1256,4893
2019-04-15 08:00:00,24.77,175.6,151.82,41.7,7762,1363,1283,5036
2019-04-15 08:30:00,40.54,182.04,154.25,49.81,7776,1367,1290,5140
2019-04-15 09:00:00,47.37,172.85,153.55,60.74,7768,1346,1248,5156
2019-04-15 09:30:00,51.93,167.7,154.58,75.44,7757,1341,1227,5119
2019-04-15 10:00:00,54.36,167.02,158.19,61.38,7706,1348,1210,5106
2019-04-15 10:30:00,54.37,163.77,158.21,43.27,7694,1314,1179,4987
2019-04-15 11:00:00,45.97,152.3,159.71,33.23,7692,1307,1169,4897
2019-04-15 11:30:00,45.63,156.31,159.31,24.32,7615,1327,1175,4869
2019-04-15 12:00:00,51.48,180.77,158.24,25.55,7559,1312,1160,4812
2019-04-15 12:30:00,50.35,195.25,157.32,29.62,7580,1323,1144,4852
2019-04-15 13:00:00,46.21,181.98,157.66,33.12,7613,1360,1128,4929
2019-04-15 13:30:00,36.96,161.89,156.04,34.62,7656,1379,1130,4952
2019-04-15 14:00:00,37.19,182.93,160.52,41.58,7727,1411,1139,5057
2019-04-15 14:30:00,41.91,199.64,157.87,32.6,7763,1454,1146,5148
2019-04-15 15:00:00,38.0,197.26,154.57,29.77,7802,1462,1068,5206
2019-04-15 15:30:00,34.72,194.3,152.0,38.17,7884,1447,1160,5359
2019-04-15 16:00:00,31.36,218.29,152.45,34.51,8003,1507,1182,5482
2019-04-15 16:30:00,20.26,172.71,149.43,34.79,8171,1475,1198,5573
2019-04-15 17:00:00,11.61,156.52,148.99,38.35,8361,1498,1223,5647
2019-04-15 17:30:00,4.44,155.73,148.35,45.89,8528,1554,1263,5719
2019-04-15 18:00:00,5.54,165.84,145.72,52.86,8807,1575,1300,5797
2019-04-15 18:30:00,31.46,169.9,151.56,67.13,8911,1620,1317,5877
2019-04-15 19:00:00,49.9,178.71,146.44,91.79,8771,1652,1312,5802
2019-04-15 19:30:00,50.62,200.08,141.51,103.14,8490,1644,1289,5605
2019-04-15 20:00:00,55.35,185.86,138.85,119.96,8319,1592,1255,5434
2019-04-15 20:30:00,54.58,165.73,133.12,131.33,8150,1565,1226,5293
2019-04-15 21:00:00,50.08,148.35,139.04,128.42,7971,1537,1205,5147
2019-04-15 21:30:00,57.58,150.51,151.65,131.8,7773,1506,1180,5042
2019-04-15 22:00:00,44.23,140.89,144.53,112.1,7604,1479,1165,4914
2019-04-15 22:30:00,19.3,114.48,145.15,132.62,7656,1447,1132,4773
2019-04-15 23:00:00,12.11,81.52,142.93,155.29,7572,1438,1099,4685
2019-04-15 23:30:00,9.86,83.93,142.07,159.55,7520,1429,1073,4846
2019-04-16 00:00:00,9.63,83.69,138.73,180.92,7499,1588,1051,4848
2019-04-16 00:30:00,9.98,84.51,138.96,209.19,7290,1554,1037,4619
2019-04-16 01:00:00,8.35,80.52,140.88,227.84,7124,1481,1016,4476
2019-04-16 01:30:00,9.78,79.34,140.44,247.27,6944,1390,1010,4397
2019-04-16 02:00:00,10.92,77.69,140.06,263.49,6740,1320,994,4234
2019-04-16 02:30:00,8.63,74.16,137.94,271.02,6478,1284,982,4086
2019-04-16 03:00:00,9.21,78.48,137.3,290.87,6275,1267,978,4017
2019-04-16 03:30:00,8.59,79.62,138.13,292.33,6143,1237,981,3974
2019-04-16 04:00:00,10.53,78.98,128.68,299.24,6079,1216,988,3948
2019-04-16 04:30:00,10.62,73.6,126.8,307.52,6126,1193,995,3987
2019-04-16 05:00:00,9.98,65.15,124.88,303.55,6198,1191,1003,4028
2019-04-16 05:30:00,9.74,75.3,122.46,291.97,6440,1198,1029,4169
2019-04-16 06:00:00,9.33,61.12,122.74,301.61,6726,1223,1058,4331
2019-04-16 06:30:00,7.57,63.08,127.13,312.23,7168,1254,1108,4615
2019-04-16 07:00:00,7.01,65.42,127.4,290.74,7520,1323,1159,4828
2019-04-16 07:30:00,9.4,92.4,118.96,290.39,7646,1360,1214,4998
2019-04-16 08:00:00,20.19,81.23,121.56,283.23,7780,1380,1232,5138
2019-04-16 08:30:00,27.85,58.48,121.71,278.84,7865,1389,1237,5243
2019-04-16 09:00:00,29.9,54.9,121.9,280.01,7882,1373,1210,5203
2019-04-16 09:30:00,31.28,47.09,126.42,265.99,7893,1342,1186,5168
2019-04-16 10:00:00,36.47,46.97,129.87,271.32,7871,1309,1142,5082
2019-04-16 10:30:00,37.39,46.96,130.93,255.29,7863,1294,1146,5040
2019-04-16 11:00:00,42.24,20.57,130.89,258.78,7860,1299,1131,5037
2019-04-16 11:30:00,45.14,21.62,133.22,232.49,7808,1284,1119,5074
2019-04-16 12:00:00,47.21,59.64,131.23,236.62,7759,1289,1112,5115
2019-04-16 12:30:00,49.28,58.95,125.54,240.88,7718,1308,1106,5180
2019-04-16 13:00:00,46.62,62.04,130.8,221.64,7697,1336,1091,5239
2019-04-16 13:30:00,46.86,63.42,126.6,189.68,7719,1353,1092,5295
2019-04-16 14:00:00,45.98,63.62,127.79,183.09,7781,1390,1093,5422
2019-04-16 14:30:00,42.14,68.09,127.74,184.97,7866,1444,1104,5552
2019-04-16 15:00:00,44.88,94.05,131.0,186.94,7931,1522,1107,5643
2019-04-16 15:30:00,41.41,93.92,127.61,181.37,7984,1577,1119,5769
2019-04-16 16:00:00,34.17,96.67,121.63,176.56,8096,1654,1120,5910
2019-04-16 16:30:00,29.61,97.0,111.74,164.0,8203,1743,1140,6022
2019-04-16 17:00:00,16.89,95.52,108.27,153.02,8396,1808,1153,6107
2019-04-16 17:30:00,5.8,111.15,110.71,155.16,8521,1859,1189,6076
2019-04-16 18:00:00,1.73,112.79,119.17,153.0,8808,1915,1226,6086
2019-04-16 18:30:00,2.05,108.16,126.48,164.09,8977,1910,1244,6097
2019-04-16 19:00:00,4.53,116.19,122.71,193.29,8856,1918,1238,6061
2019-04-16 19:30:00,9.34,130.44,120.77,223.41,8594,1895,1234,5866
2019-04-16 20:00:00,10.07,155.96,122.0,249.03,8451,1847,1212,5673
2019-04-16 20:30:00,9.65,171.21,127.77,258.63,8247,1784,1189,5500
2019-04-16 21:00:00,11.93,177.52,132.67,257.69,8108,1721,1170,5327
2019-04-16 21:30:00,10.62,181.0,139.36,262.09,7898,1684,1118,5235
2019-04-16 22:00:00,9.31,205.24,139.7,294.99,7756,1673,1103,5096
2019-04-16 22:30:00,7.53,215.63,136.67,316.25,7740,1642,1075,4946
2019-04-16 23:00:00,5.68,218.39,137.02,320.78,7602,1613,1031,4867
2019-04-16 23:30:00,6.86,239.03,139.63,335.24,7530,1594,999,5031
2019-04-17 00:00:00,5.49,247.29,146.8,364.43,7486,1721,979,5006
2019-04-17 00:30:00,6.66,249.45,149.11,387.75,7350,1656,969,4811
2019-04-17 01:00:00,7.53,241.42,153.49,399.53,7237,1580,993,4625
2019-04-17 01:30:00,7.8,252.01,150.52,408.11,6997,1501,981,4483
2019-04-17 02:00:00,9.68,239.5,152.77,416.92,6770,1446,986,4360
2019-04-17 02:30:00,10.2,245.75,149.57,418.67,6511,1407,981,4236
2019-04-17 03:00:00,9.36,244.09,144.06,412.46,6317,1387,970,4148
2019-04-17 03:30:00,6.2,229.87,148.07,409.1,6204,1359,969,4112
2019-04-17 04:00:00,5.66,223.49,147.67,412.24,6141,1355,969,4095
2019-04-17 04:30:00,6.65,243.76,151.5,413.17,6163,1340,973,4099
2019-04-17 05:00:00,7.31,209.21,149.91,418.53,6244,1342,977,4126
2019-04-17 05:30:00,7.61,153.48,151.43,420.88,6487,1345,996,4272
2019-04-17 06:00:00,7.89,128.48,154.64,403.75,6820,1373,1025,4381
2019-04-17 06:30:00,8.92,118.67,156.14,369.99,7255,1342,1048,4677
2019-04-17 07:00:00,9.54,127.93,163.38,337.26,7590,1406,1105,4895
2019-04-17 07:30:00,13.35,171.52,162.45,371.28,7789,1456,1162,5035
2019-04-17 08:00:00,23.16,152.21,164.64,404.94,7916,1500,1188,5194
2019-04-17 08:30:00,33.66,134.48,155.68,390.15,7909,1556,1189,5315
2019-04-17 09:00:00,42.93,73.82,102.16,350.75,7899,1543,1161,5326
2019-04-17 09:30:00,49.28,42.43,129.77,368.63,7897,1588,1156,5319
2019-04-17 10:00:00,49.1,36.71,146.06,346.16,7795,1644,1122,5345
2019-04-17 10:30:00,48.95,45.43,110.82,301.11,7845,1633,1096,5294
2019-04-17 11:00:00,50.39,72.05,97.54,267.98,7884,1632,1073,5279
2019-04-17 11:30:00,50.99,54.15,96.5,223.2,7861,1614,1058,5356
2019-04-17 12:00:00,51.29,71.54,77.54,227.06,7871,1544,1051,5499
2019-04-17 12:30:00,51.25,83.1,69.19,283.08,7811,1453,1042,5519
2019-04-17 13:00:00,49.82,60.62,52.59,287.47,7850,1484,1035,5536
2019-04-17 13:30:00,49.46,75.7,46.64,250.41,7835,1525,1052,5611
2019-04-17 14:00:00,48.35,111.37,43.16,283.63,7894,1541,1048,5678
2019-04-17 14:30:00,46.88,142.65,41.44,285.79,7996,1544,1083,5797
2019-04-17 15:00:00,43.82,153.08,40.32,258.24,8072,1536,1110,5959
2019-04-17 15:30:00,39.46,134.16,42.51,228.63,8172,1506,1115,6066
2019-04-17 16:00:00,32.75,192.18,48.31,243.29,8325,1512,1130,6156
2019-04-17 16:30:00,24.35,211.01,53.0,298.08,8402,1570,1155,6196
2019-04-17 17:00:00,11.61,181.31,67.21,314.11,8559,1595,1182,6235
2019-04-17 17:30:00,4.58,188.98,124.16,243.47,8695,1635,1212,6230
2019-04-17 18:00:00,1.59,226.4,143.28,226.2,8927,1680,1251,6306
2019-04-17 18:30:00,2.26,231.74,145.41,194.54,9038,1708,1253,6240
2019-04-17 19:00:00,1.76,225.08,120.1,219.98,8926,1732,1223,6167
2019-04-17 19:30:00,2.87,268.42,136.45,263.27,8662,1722,1201,5978
2019-04-17 20:00:00,2.1,261.8,152.12,250.35,8459,1678,1180,5855
2019-04-17 20:30:00,2.08,266.63,116.75,222.05,8327,1656,1072,5643
2019-04-17 21:00:00,2.57,253.97,141.35,301.54,8189,1620,1143,5499
2019-04-17 21:30:00,4.42,234.31,162.9,389.31,8044,1558,1143,5348
2019-04-17 22:00:00,9.7,204.58,131.44,410.43,7896,1506,1110,5175
2019-04-17 22:30:00,15.26,192.14,127.56,406.96,7920,1460,1068,5016
2019-04-17 23:00:00,10.19,197.19,97.64,394.04,7735,1434,1023,4895
2019-04-17 23:30:00,5.74,186.11,102.9,367.12,7692,1409,1004,4998
2019-04-18 00:00:00,-0.03,188.99,136.3,360.53,7642,1579,999,4943
2019-04-18 00:30:00,0.1,160.68,175.09,365.84,7487,1532,1008,4721
2019-04-18 01:00:00,1.1,136.55,176.26,363.45,7238,1462,1011,4530
2019-04-18 01:30:00,1.56,125.46,173.82,349.18,7051,1370,1008,4396
2019-04-18 02:00:00,1.86,112.86,170.85,315.66,6846,1311,995,4245
2019-04-18 02:30:00,2.15,115.03,170.19,292.34,6550,1285,994,4125
2019-04-18 03:00:00,5.6,115.8,167.45,291.97,6361,1273,994,4068
2019-04-18 03:30:00,14.19,108.37,163.68,295.12,6257,1258,994,4021
2019-04-18 04:00:00,14.72,100.68,165.49,286.84,6218,1249,988,3999
2019-04-18 04:30:00,16.27,99.2,159.82,274.45,6241,1239,990,4033
2019-04-18 05:00:00,16.89,117.28,158.59,255.79,6318,1251,1010,4061
2019-04-18 05:30:00,18.81,104.85,153.99,245.31,6556,1251,1036,4198
2019-04-18 06:00:00,16.3,88.96,143.98,237.45,6804,1282,1062,4358
2019-04-18 06:30:00,25.4,80.17,147.6,219.06,7212,1307,1117,4643
2019-04-18 07:00:00,24.12,75.93,149.38,172.3,7578,1378,1162,4845
2019-04-18 07:30:00,34.99,82.99,143.9,131.68,7757,1421,1220,4926
2019-04-18 08:00:00,44.34,83.65,126.27,102.88,7905,1431,1258,4985
2019-04-18 08:30:00,46.81,71.68,100.8,82.89,7921,1416,1223,5039
2019-04-18 09:00:00,43.51,74.39,89.86,72.37,7919,1393,1214,4991
2019-04-18 09:30:00,49.93,88.74,82.6,72.93,7892,1327,1194,4985
2019-04-18 10:00:00,64.32,93.71,89.21,85.41,7856,1259,1152,4906
2019-04-18 10:30:00,71.23,81.82,79.78,92.76,7819,1174,1132,4814
2019-04-18 11:00:00,91.05,90.67,93.57,86.22,7832,1112,1109,4820
2019-04-18 11:30:00,96.29,91.95,85.84,73.78,7761,1052,1090,4773
