Time (UTC+10),Regions NSW Trading Total Intermittent Generation (MW),Regions SA Trading Total Intermittent Generation (MW),Regions TAS Trading Total Intermittent Generation (MW),Regions VIC Trading Total Intermittent Generation (MW),Regions NSW Operational Demand (MW),Regions SA Operational Demand (MW),Regions TAS Operational Demand (MW),Regions VIC Operational Demand (MW)
2018-01-01 00:00:00,0.18,60.53,121.68,146.87,7100,1398,1091,4599
2018-01-01 00:30:00,0.15,43.07,118.73,131.68,6974,1359,1082,4398
2018-01-01 01:00:00,0.13,41.67,110.48,119.98,6790,1316,1071,4238
2018-01-01 01:30:00,0.14,42.15,120.09,123.86,6536,1240,1067,4112
2018-01-01 02:00:00,0.16,38.31,114.64,132.72,6339,1194,1061,3956
2018-01-01 02:30:00,0.16,33.39,112.9,120.73,6195,1163,1060,3833
2018-01-01 03:00:00,0.17,30.46,111.15,128.69,6067,1151,1058,3749
2018-01-01 03:30:00,0.18,28.04,88.45,122.97,6029,1133,1044,3702
2018-01-01 04:00:00,0.43,38.62,55.27,116.66,5985,1115,1037,3688
2018-01-01 04:30:00,0.8,40.71,84.49,125.17,6005,1106,1042,3700
2018-01-01 05:00:00,0.97,35.56,99.96,112.73,6012,1109,1058,3701
2018-01-01 05:30:00,1.47,34.73,100.09,126.54,6037,1106,1059,3721
2018-01-01 06:00:00,2.21,31.3,78.69,149.29,6118,1096,1062,3731
2018-01-01 06:30:00,3.31,42.19,68.4,159.9,6246,1087,1070,3786
2018-01-01 07:00:00,7.21,39.09,72.7,155.03,6390,1073,1074,3811
2018-01-01 07:30:00,11.86,35.83,62.4,124.56,6600,1061,1081,3776
2018-01-01 08:00:00,15.81,47.92,86.92,105.21,6776,1041,1098,3802
2018-01-01 08:30:00,19.54,29.87,87.51,83.25,6935,1008,1111,3835
2018-01-01 09:00:00,22.68,23.16,116.8,66.24,7119,970,1120,3829
2018-01-01 09:30:00,25.83,29.02,109.13,73.56,7350,947,1132,3856
2018-01-01 10:00:00,28.52,53.29,80.13,84.96,7555,907,1130,3846
2018-01-01 10:30:00,30.48,40.2,97.66,64.0,7701,866,1131,3833
2018-01-01 11:00:00,31.54,29.12,87.45,81.7,7790,833,1128,3834
2018-01-01 11:30:00,31.95,34.95,68.45,113.44,7841,802,1110,3844
2018-01-01 12:00:00,32.46,48.32,61.17,122.39,7832,763,1107,3865
2018-01-01 12:30:00,33.09,49.15,58.65,129.18,7858,724,1091,3871
2018-01-01 13:00:00,34.08,59.73,48.5,118.18,7922,720,1071,3888
2018-01-01 13:30:00,31.59,52.46,44.96,132.45,7977,722,1071,3941
2018-01-01 14:00:00,30.75,79.23,45.52,136.74,8052,741,1068,4022
2018-01-01 14:30:00,23.69,75.03,51.81,142.04,8120,763,1064,4118
2018-01-01 15:00:00,23.51,75.61,54.11,121.6,8246,801,1063,4241
2018-01-01 15:30:00,21.8,81.6,25.9,109.16,8387,857,1078,4383
2018-01-01 16:00:00,18.57,92.24,32.74,101.92,8540,930,1105,4527
2018-01-01 16:30:00,46.22,136.76,39.24,104.47,8690,1027,1130,4687
2018-01-01 17:00:00,93.53,128.57,57.23,105.16,8861,1106,1156,4809
2018-01-01 17:30:00,101.27,127.68,72.48,109.4,8827,1182,1158,4863
2018-01-01 18:00:00,89.89,140.39,52.84,124.84,8785,1252,1160,4880
2018-01-01 18:30:00,83.99,149.89,57.08,151.51,8624,1302,1159,4840
2018-01-01 19:00:00,109.1,135.29,60.29,181.25,8440,1326,1165,4760
2018-01-01 19:30:00,106.76,121.73,55.57,185.54,8333,1338,1164,4667
2018-01-01 20:00:00,91.27,89.18,46.39,179.73,8301,1336,1167,4602
2018-01-01 20:30:00,84.96,76.38,42.53,172.92,8228,1338,1173,4602
2018-01-01 21:00:00,73.47,68.82,45.32,175.67,8043,1347,1167,4516
2018-01-01 21:30:00,64.34,62.77,46.57,166.08,7911,1330,1143,4425
2018-01-01 22:00:00,60.76,41.28,42.43,158.81,7718,1304,1115,4329
2018-01-01 22:30:00,51.42,61.41,41.75,114.76,7620,1269,1089,4254
2018-01-01 23:00:00,42.73,81.5,39.34,96.57,7431,1254,1086,4228
2018-01-01 23:30:00,37.74,82.48,34.81,100.23,7226,1237,1073,4429
2018-01-02 00:00:00,47.4,78.28,31.79,100.61,7066,1410,1042,4436
2018-01-02 00:30:00,49.68,80.59,33.46,105.78,6887,1354,1028,4259
2018-01-02 01:00:00,48.72,69.0,28.73,118.78,6666,1296,1019,4123
2018-01-02 01:30:00,43.38,69.1,32.86,111.36,6387,1235,1009,4032
2018-01-02 02:00:00,36.97,53.29,33.44,90.74,6203,1184,1010,3899
2018-01-02 02:30:00,29.47,52.71,34.52,89.41,6085,1162,1012,3799
2018-01-02 03:00:00,25.81,44.29,39.26,87.41,6021,1151,1008,3750
2018-01-02 03:30:00,15.51,66.26,36.18,87.9,6017,1131,1011,3744
2018-01-02 04:00:00,11.95,59.18,38.13,76.44,6055,1128,1005,3757
2018-01-02 04:30:00,11.16,67.62,32.48,75.28,6196,1122,1021,3844
2018-01-02 05:00:00,10.56,72.57,35.71,78.21,6290,1139,1029,3937
2018-01-02 05:30:00,13.35,107.46,37.04,55.39,6545,1165,1046,4071
2018-01-02 06:00:00,12.38,93.84,43.03,66.86,6836,1185,1072,4198
2018-01-02 06:30:00,8.14,93.43,59.17,69.5,7142,1186,1107,4405
2018-01-02 07:00:00,11.19,103.99,69.1,62.01,7479,1210,1131,4570
2018-01-02 07:30:00,14.92,58.87,41.49,81.57,7747,1226,1146,4579
2018-01-02 08:00:00,17.38,71.97,38.25,117.11,7976,1212,1160,4666
2018-01-02 08:30:00,20.59,82.91,53.44,130.06,8139,1208,1166,4689
2018-01-02 09:00:00,22.98,102.76,64.88,101.0,8223,1223,1152,4687
2018-01-02 09:30:00,25.35,70.68,65.85,141.79,8271,1203,1133,4699
2018-01-02 10:00:00,27.54,74.25,57.89,151.29,8352,1149,1060,4703
2018-01-02 10:30:00,29.3,80.05,50.39,144.49,8422,1091,1125,4703
2018-01-02 11:00:00,30.15,91.99,82.58,159.68,8486,1055,1109,4710
2018-01-02 11:30:00,35.06,98.79,78.23,129.66,8550,1053,1099,4721
2018-01-02 12:00:00,28.72,69.91,94.83,139.65,8694,1005,1094,4703
2018-01-02 12:30:00,29.7,86.57,101.8,151.42,8867,993,1077,4718
2018-01-02 13:00:00,52.25,90.79,83.81,140.49,9036,1006,1073,4743
2018-01-02 13:30:00,93.6,77.83,82.47,169.21,9181,978,1068,4773
2018-01-02 14:00:00,95.65,93.53,91.0,242.94,9312,961,1064,4808
2018-01-02 14:30:00,108.52,98.89,114.63,224.51,9345,972,1071,4840
2018-01-02 15:00:00,111.9,122.71,122.91,224.9,9455,991,1078,4829
2018-01-02 15:30:00,120.99,115.11,121.45,228.23,9572,1017,1091,4927
2018-01-02 16:00:00,121.48,127.36,137.2,220.96,9494,1078,1110,5010
2018-01-02 16:30:00,99.95,143.89,125.44,232.71,9430,1179,1136,5102
2018-01-02 17:00:00,86.01,132.69,123.63,291.39,9342,1209,1153,5186
2018-01-02 17:30:00,85.86,131.01,130.98,267.44,9126,1268,1164,5151
2018-01-02 18:00:00,80.32,138.36,134.26,263.84,9038,1321,1168,5075
2018-01-02 18:30:00,81.67,107.83,129.9,259.05,8846,1374,1168,5020
2018-01-02 19:00:00,60.78,123.74,134.2,258.45,8681,1411,1165,4946
2018-01-02 19:30:00,69.11,150.56,137.08,237.79,8567,1427,1159,4868
2018-01-02 20:00:00,72.77,167.55,131.47,234.92,8501,1433,1165,4876
2018-01-02 20:30:00,52.16,174.73,112.15,233.37,8425,1441,1185,4875
2018-01-02 21:00:00,27.4,180.04,89.85,222.63,8209,1457,1182,4783
2018-01-02 21:30:00,61.89,178.01,116.02,203.63,8170,1421,1185,4685
2018-01-02 22:00:00,96.15,138.45,76.91,211.24,7961,1377,1163,4522
2018-01-02 22:30:00,68.32,122.72,85.33,195.81,7842,1336,1140,4448
2018-01-02 23:00:00,61.82,121.15,100.82,157.88,7681,1312,1116,4379
2018-01-02 23:30:00,67.06,104.67,98.14,176.0,7464,1295,1098,4616
2018-01-03 00:00:00,66.45,96.04,99.1,189.55,7286,1459,1088,4624
2018-01-03 00:30:00,99.72,93.74,88.42,151.35,7086,1412,1082,4444
2018-01-03 01:00:00,93.17,78.96,75.01,162.32,6900,1357,1074,4296
2018-01-03 01:30:00,77.47,80.9,59.6,181.14,6606,1277,1073,4185
2018-01-03 02:00:00,68.23,96.14,58.89,199.27,6358,1236,1068,4061
2018-01-03 02:30:00,46.35,85.33,72.16,208.08,6222,1214,1068,3960
2018-01-03 03:00:00,46.38,63.4,73.79,205.66,6160,1203,1068,3884
2018-01-03 03:30:00,64.8,66.81,67.41,211.32,6139,1182,1071,3879
2018-01-03 04:00:00,43.85,56.18,66.94,184.68,6172,1160,1074,3930
2018-01-03 04:30:00,18.7,53.23,53.75,165.97,6279,1145,1082,3995
2018-01-03 05:00:00,30.38,64.95,48.26,163.18,6408,1148,1092,4088
2018-01-03 05:30:00,29.97,46.96,44.15,139.23,6631,1160,1120,4235
2018-01-03 06:00:00,23.52,41.09,36.15,119.52,6870,1201,1147,4370
2018-01-03 06:30:00,29.28,36.53,35.46,102.34,7193,1219,1173,4551
2018-01-03 07:00:00,29.36,35.01,34.54,100.7,7492,1244,1190,4701
2018-01-03 07:30:00,28.01,26.81,28.96,122.8,7736,1253,1193,4683
2018-01-03 08:00:00,22.94,30.49,26.51,125.26,7890,1227,1190,4712
2018-01-03 08:30:00,22.99,24.58,24.99,129.63,8055,1220,1190,4731
2018-01-03 09:00:00,15.13,16.57,23.85,125.08,8085,1188,1178,4732
2018-01-03 09:30:00,30.92,13.56,28.16,94.53,8086,1154,1164,4747
2018-01-03 10:00:00,22.57,12.95,36.27,108.49,8139,1130,1163,4694
2018-01-03 10:30:00,22.36,12.78,44.95,87.84,8112,1079,1153,4683
2018-01-03 11:00:00,23.5,15.69,45.11,52.16,8073,1024,1158,4705
2018-01-03 11:30:00,20.6,14.32,41.28,51.23,8042,994,1155,4708
2018-01-03 12:00:00,20.72,20.66,30.18,72.5,7987,991,1142,4633
2018-01-03 12:30:00,18.39,29.28,37.01,90.42,7954,974,1135,4588
2018-01-03 13:00:00,14.9,35.73,43.22,84.91,7961,984,1127,4604
2018-01-03 13:30:00,16.16,37.91,43.1,97.55,7940,986,1124,4574
2018-01-03 14:00:00,8.31,41.6,57.54,105.76,8039,996,1112,4618
2018-01-03 14:30:00,11.35,37.25,52.83,105.92,8123,1006,1129,4595
2018-01-03 15:00:00,29.26,37.57,61.3,108.6,8167,1033,1133,4677
2018-01-03 15:30:00,61.58,40.84,71.36,132.44,8246,1063,1136,4741
2018-01-03 16:00:00,106.1,45.08,69.69,151.1,8301,1111,1147,4889
2018-01-03 16:30:00,126.85,48.53,74.57,170.68,8353,1170,1164,5003
2018-01-03 17:00:00,148.84,50.7,75.54,186.79,8395,1234,1187,5083
2018-01-03 17:30:00,160.57,58.49,83.88,196.44,8286,1302,1188,5065
2018-01-03 18:00:00,155.78,79.89,80.67,215.15,8253,1348,1190,5046
2018-01-03 18:30:00,145.48,99.77,71.2,220.42,8124,1403,1195,5021
2018-01-03 19:00:00,135.89,105.29,65.0,225.26,8062,1433,1194,4966
2018-01-03 19:30:00,119.92,96.35,64.64,217.14,8095,1447,1189,4882
2018-01-03 20:00:00,109.99,105.17,58.09,202.56,8101,1451,1186,4850
2018-01-03 20:30:00,99.28,106.07,64.23,164.32,7949,1461,1194,4861
2018-01-03 21:00:00,99.53,101.7,67.22,146.14,7756,1478,1182,4800
2018-01-03 21:30:00,98.96,101.39,67.67,132.48,7730,1452,1165,4726
2018-01-03 22:00:00,89.08,104.96,52.4,105.89,7622,1410,1143,4554
2018-01-03 22:30:00,69.52,98.87,43.03,63.04,7571,1362,1114,4484
2018-01-03 23:00:00,58.61,94.63,41.31,49.68,7437,1334,1094,4431
2018-01-03 23:30:00,58.56,81.76,48.99,45.78,7272,1325,1081,4653
2018-01-04 00:00:00,51.34,70.67,36.45,40.14,7147,1482,1076,4622
2018-01-04 00:30:00,44.23,65.33,28.75,49.63,6992,1430,1069,4456
2018-01-04 01:00:00,32.16,65.34,31.98,53.46,6765,1371,1062,4286
2018-01-04 01:30:00,20.7,72.06,46.42,55.19,6486,1293,1054,4182
2018-01-04 02:00:00,31.08,70.92,34.56,48.13,6251,1241,1051,4066
2018-01-04 02:30:00,22.32,66.42,29.14,39.93,6086,1211,1049,3940
2018-01-04 03:00:00,14.59,58.44,38.11,41.5,6011,1195,1050,3899
2018-01-04 03:30:00,20.1,45.1,38.22,33.6,6026,1179,1054,3866
2018-01-04 04:00:00,15.14,48.42,41.89,21.23,6051,1165,1056,3896
2018-01-04 04:30:00,10.08,48.52,40.45,19.64,6216,1174,1070,3970
2018-01-04 05:00:00,7.12,41.88,39.98,11.02,6339,1191,1081,4075
2018-01-04 05:30:00,7.31,40.61,52.24,12.7,6609,1203,1109,4241
2018-01-04 06:00:00,6.25,29.02,46.54,23.55,6832,1234,1143,4386
2018-01-04 06:30:00,7.15,19.48,53.27,22.24,7094,1263,1172,4617
2018-01-04 07:00:00,10.58,12.71,50.87,15.29,7378,1287,1197,4745
2018-01-04 07:30:00,10.06,8.33,62.57,10.53,7623,1290,1222,4703
2018-01-04 08:00:00,9.98,4.09,71.51,7.52,7747,1256,1222,4718
2018-01-04 08:30:00,13.31,-0.2,73.0,5.83,7917,1216,1196,4728
2018-01-04 09:00:00,17.78,1.94,82.53,9.8,7965,1191,1214,4729
2018-01-04 09:30:00,25.4,5.9,52.12,22.19,8000,1160,1214,4755
2018-01-04 10:00:00,27.86,8.87,52.9,33.41,7982,1133,1200,4764
2018-01-04 10:30:00,29.75,12.5,62.37,39.71,7969,1120,1190,4757
2018-01-04 11:00:00,30.87,11.86,46.78,31.89,7936,1101,1183,4813
2018-01-04 11:30:00,31.49,24.59,56.1,27.69,7872,1102,1172,4822
2018-01-04 12:00:00,31.78,25.13,73.03,31.6,7819,1117,1154,4884
2018-01-04 12:30:00,32.03,35.34,85.06,40.22,7795,1120,1149,4905
2018-01-04 13:00:00,31.36,36.75,86.59,40.07,7866,1157,1148,5005
2018-01-04 13:30:00,31.23,37.37,92.62,48.34,7901,1170,1121,5032
2018-01-04 14:00:00,29.68,46.76,92.34,52.39,7979,1203,1112,5076
2018-01-04 14:30:00,24.66,43.77,83.03,60.39,8052,1244,1143,5159
2018-01-04 15:00:00,21.5,43.85,94.44,65.79,8122,1307,1151,5252
2018-01-04 15:30:00,18.83,44.32,95.18,81.42,8236,1373,1160,5377
2018-01-04 16:00:00,19.57,50.69,87.31,83.98,8388,1440,1170,5521
2018-01-04 16:30:00,21.2,67.22,92.79,85.54,8529,1503,1179,5600
2018-01-04 17:00:00,51.61,74.89,102.16,84.77,8695,1567,1200,5702
2018-01-04 17:30:00,77.21,74.06,102.64,77.13,8705,1629,1200,5687
2018-01-04 18:00:00,78.63,76.99,95.81,77.73,8743,1674,1206,5648
2018-01-04 18:30:00,80.1,81.14,87.84,114.48,8595,1723,1208,5542
2018-01-04 19:00:00,84.22,85.19,72.55,150.52,8478,1737,1208,5408
2018-01-04 19:30:00,73.95,77.4,60.38,144.07,8445,1730,1205,5310
2018-01-04 20:00:00,50.63,80.45,55.58,125.04,8475,1692,1204,5247
2018-01-04 20:30:00,48.12,75.01,57.41,135.75,8271,1669,1211,5176
2018-01-04 21:00:00,41.09,62.64,52.5,122.03,8078,1634,1200,5074
2018-01-04 21:30:00,44.13,65.25,47.92,93.75,8016,1576,1177,4898
2018-01-04 22:00:00,48.99,81.48,41.26,94.53,7864,1512,1160,4729
2018-01-04 22:30:00,36.42,81.56,42.1,96.3,7781,1450,1131,4626
2018-01-04 23:00:00,30.81,82.81,45.43,89.06,7646,1418,1107,4543
2018-01-04 23:30:00,28.9,90.87,51.43,81.86,7489,1394,1093,4736
2018-01-05 00:00:00,22.79,92.16,52.89,57.71,7355,1537,1066,4727
2018-01-05 00:30:00,26.97,82.76,54.45,42.17,7151,1476,1054,4501
2018-01-05 01:00:00,13.73,78.74,36.86,30.11,6920,1405,1057,4371
2018-01-05 01:30:00,11.82,70.65,38.28,21.05,6648,1336,1055,4262
2018-01-05 02:00:00,11.02,71.86,42.42,17.89,6386,1284,1055,4147
2018-01-05 02:30:00,10.25,65.12,36.44,16.67,6232,1251,1053,4067
2018-01-05 03:00:00,9.83,62.2,37.47,14.41,6178,1243,1053,4018
2018-01-05 03:30:00,10.35,72.14,32.19,17.9,6146,1219,1055,3976
2018-01-05 04:00:00,8.04,73.77,28.1,16.69,6197,1202,1060,4002
2018-01-05 04:30:00,8.29,73.55,21.39,15.14,6323,1205,1068,4089
2018-01-05 05:00:00,10.67,86.27,27.72,14.36,6437,1222,1072,4145
2018-01-05 05:30:00,11.9,95.33,29.79,14.81,6703,1243,1100,4328
2018-01-05 06:00:00,11.95,99.83,23.99,13.02,6957,1280,1134,4458
2018-01-05 06:30:00,11.8,88.46,23.55,13.14,7207,1313,1164,4643
2018-01-05 07:00:00,14.26,74.8,23.84,1.99,7474,1338,1192,4795
2018-01-05 07:30:00,16.6,69.83,17.12,15.33,7723,1349,1203,4775
2018-01-05 08:00:00,16.54,65.25,16.46,15.62,7903,1352,1202,4901
2018-01-05 08:30:00,19.61,66.9,15.63,18.4,8070,1351,1208,4948
2018-01-05 09:00:00,16.71,47.06,14.89,22.32,8109,1349,1187,4964
2018-01-05 09:30:00,21.61,44.27,18.12,24.4,8182,1336,1165,4995
2018-01-05 10:00:00,29.35,46.23,19.75,24.89,8251,1342,1156,4973
2018-01-05 10:30:00,31.35,44.7,18.46,27.5,8333,1349,1157,5042
2018-01-05 11:00:00,32.79,61.92,24.48,30.74,8385,1370,1140,5055
2018-01-05 11:30:00,33.66,51.61,26.68,29.11,8450,1413,1148,5143
2018-01-05 12:00:00,34.3,39.33,27.03,28.5,8594,1477,1153,5179
2018-01-05 12:30:00,43.1,21.89,24.89,23.07,8721,1532,1143,5259
2018-01-05 13:00:00,65.18,25.11,30.84,30.95,8765,1597,1142,5356
2018-01-05 13:30:00,61.65,25.54,42.1,49.17,8849,1661,1113,5453
2018-01-05 14:00:00,74.18,30.29,46.24,65.38,9037,1725,1040,5575
2018-01-05 14:30:00,71.63,20.74,46.29,50.5,9232,1794,1158,5739
2018-01-05 15:00:00,42.17,20.36,43.41,68.78,9332,1871,1169,5882
2018-01-05 15:30:00,78.45,16.19,42.61,70.24,9518,1962,1172,6104
2018-01-05 16:00:00,80.88,17.82,39.27,67.7,9693,2042,1191,6343
2018-01-05 16:30:00,80.88,20.12,36.64,61.02,9783,2135,1211,6442
2018-01-05 17:00:00,63.45,18.62,36.25,53.62,9803,2221,1230,6612
2018-01-05 17:30:00,42.79,19.85,37.1,49.25,9646,2279,1236,6563
2018-01-05 18:00:00,41.65,13.04,36.12,46.83,9566,2334,1243,6625
2018-01-05 18:30:00,58.62,11.12,37.24,42.18,9291,2371,1240,6575
2018-01-05 19:00:00,67.58,12.04,36.59,35.98,9084,2366,1222,6456
2018-01-05 19:30:00,67.43,11.02,36.11,34.45,8942,2334,1223,6195
2018-01-05 20:00:00,77.47,15.76,35.88,23.82,8894,2263,1220,6058
2018-01-05 20:30:00,76.82,37.43,37.98,28.41,8737,2177,1223,5885
2018-01-05 21:00:00,66.93,59.79,52.28,28.99,8485,2104,1210,5736
2018-01-05 21:30:00,56.16,69.47,41.32,26.88,8382,2026,1196,5502
2018-01-05 22:00:00,52.79,78.73,55.77,38.9,8175,1927,1174,5285
2018-01-05 22:30:00,47.2,89.44,73.34,50.08,8095,1816,1162,5072
2018-01-05 23:00:00,39.76,109.02,77.89,69.23,7915,1751,1146,4946
2018-01-05 23:30:00,34.18,121.38,90.6,75.22,7731,1683,1128,5105
2018-01-06 00:00:00,30.07,133.25,112.73,67.83,7486,1811,1116,5044
2018-01-06 00:30:00,24.74,145.41,108.92,73.22,7276,1708,1102,4804
2018-01-06 01:00:00,11.46,185.13,108.64,97.13,7041,1648,1099,4625
2018-01-06 01:30:00,8.97,213.37,113.9,124.41,6733,1582,1096,4480
2018-01-06 02:00:00,9.65,218.24,124.25,150.13,6440,1526,1092,4352
2018-01-06 02:30:00,6.81,222.88,133.36,195.93,6263,1486,1089,4224
2018-01-06 03:00:00,5.0,239.62,134.85,257.17,6195,1496,1087,4162
2018-01-06 03:30:00,3.58,243.75,137.01,276.6,6124,1468,1085,4091
2018-01-06 04:00:00,2.5,253.6,138.91,303.79,6142,1457,1086,4121
2018-01-06 04:30:00,2.74,264.83,141.19,324.45,6178,1458,1097,4213
2018-01-06 05:00:00,2.02,283.44,139.23,311.09,6216,1489,1099,4256
2018-01-06 05:30:00,1.11,287.44,140.74,314.89,6318,1493,1106,4316
2018-01-06 06:00:00,0.78,259.39,113.93,309.08,6460,1501,1112,4384
2018-01-06 06:30:00,2.29,249.54,115.53,318.57,6699,1503,1134,4541
2018-01-06 07:00:00,5.89,258.93,136.56,324.83,6942,1560,1164,4707
2018-01-06 07:30:00,11.07,250.91,136.69,309.05,7241,1614,1186,4793
2018-01-06 08:00:00,15.47,268.17,138.02,304.06,7510,1681,1206,4965
2018-01-06 08:30:00,18.98,284.81,135.57,313.2,7800,1757,1218,5195
2018-01-06 09:00:00,22.32,287.82,126.66,370.07,7995,1834,1225,5461
2018-01-06 09:30:00,27.69,293.77,114.29,392.56,8172,1880,1225,5685
2018-01-06 10:00:00,32.18,277.21,117.48,397.13,8363,1926,1209,5948
2018-01-06 10:30:00,51.6,249.09,120.08,391.55,8546,1975,1198,6176
2018-01-06 11:00:00,96.53,210.77,121.96,386.46,8741,2011,1180,6408
2018-01-06 11:30:00,130.76,182.23,123.97,373.89,8937,2046,1181,6612
2018-01-06 12:00:00,147.75,224.49,126.8,359.9,9156,2093,1155,6755
2018-01-06 12:30:00,155.01,240.4,135.25,333.85,9370,2136,1141,6940
2018-01-06 13:00:00,154.3,221.78,134.24,330.65,9559,2160,1140,7109
2018-01-06 13:30:00,146.94,190.28,117.85,323.89,9752,2133,1156,7281
2018-01-06 14:00:00,146.02,198.24,61.94,290.23,9956,2117,1172,7445
2018-01-06 14:30:00,141.29,199.97,55.11,269.1,10105,2113,1183,7598
2018-01-06 15:00:00,142.1,209.43,39.24,257.18,10290,2112,1190,7753
2018-01-06 15:30:00,144.67,162.79,47.59,222.92,10500,2159,1189,7936
2018-01-06 16:00:00,139.35,171.51,47.33,138.23,10656,2202,1208,8094
2018-01-06 16:30:00,128.94,224.54,42.81,131.1,10715,2254,1220,8101
2018-01-06 17:00:00,118.64,241.71,42.62,228.97,10785,2280,1234,8059
2018-01-06 17:30:00,104.21,261.71,42.69,348.1,10791,2309,1231,7624
2018-01-06 18:00:00,97.35,237.65,46.1,293.88,10771,2315,1229,7278
2018-01-06 18:30:00,96.62,252.43,63.61,243.88,10622,2308,1221,6973
2018-01-06 19:00:00,61.6,239.24,136.29,258.7,10395,2231,1214,6649
2018-01-06 19:30:00,43.03,222.31,152.65,276.13,10183,2140,1211,6403
2018-01-06 20:00:00,34.87,231.37,144.49,251.05,10096,2027,1204,6208
2018-01-06 20:30:00,31.82,232.6,146.53,252.75,9914,1936,1199,6146
2018-01-06 21:00:00,29.42,243.22,136.03,232.59,9617,1885,1186,5997
2018-01-06 21:30:00,27.71,242.21,144.44,222.28,9361,1804,1162,5769
2018-01-06 22:00:00,25.88,254.38,119.92,237.71,9028,1713,1142,5518
2018-01-06 22:30:00,16.24,234.09,113.85,217.15,8774,1638,1122,5297
2018-01-06 23:00:00,7.98,238.39,93.19,215.5,8433,1573,1112,5112
2018-01-06 23:30:00,8.29,214.47,103.66,210.32,8087,1535,1107,5163
2018-01-07 00:00:00,6.84,199.87,95.26,202.42,7795,1660,1087,5025
2018-01-07 00:30:00,18.17,185.77,84.69,193.05,7497,1565,1071,4749
2018-01-07 01:00:00,28.1,177.06,80.73,197.7,7286,1473,1076,4570
2018-01-07 01:30:00,27.08,183.28,75.54,168.48,6995,1385,1080,4442
2018-01-07 02:00:00,26.0,180.88,70.53,155.71,6765,1332,1076,4272
2018-01-07 02:30:00,21.5,175.56,70.7,123.28,6598,1300,1074,4162
2018-01-07 03:00:00,13.43,161.29,67.44,108.12,6549,1283,1065,4068
2018-01-07 03:30:00,21.58,161.82,53.36,120.87,6476,1255,1071,4030
2018-01-07 04:00:00,25.28,164.59,63.04,107.12,6430,1229,1073,4060
2018-01-07 04:30:00,35.03,144.44,68.32,94.33,6434,1212,1076,4077
2018-01-07 05:00:00,29.6,143.43,72.91,113.74,6410,1206,1080,4076
2018-01-07 05:30:00,29.23,141.05,68.99,117.85,6441,1201,1083,4078
2018-01-07 06:00:00,29.08,131.16,67.24,110.98,6559,1197,1091,4066
2018-01-07 06:30:00,20.94,129.16,65.66,119.68,6806,1179,1094,4099
2018-01-07 07:00:00,22.29,123.9,53.85,101.75,7133,1185,1113,4170
2018-01-07 07:30:00,28.65,110.78,54.36,116.9,7545,1166,1114,4184
2018-01-07 08:00:00,45.03,116.54,61.31,160.77,7968,1161,1134,4258
2018-01-07 08:30:00,77.23,121.5,57.34,176.22,8513,1149,1155,4377
2018-01-07 09:00:00,118.17,109.43,43.67,143.4,9062,1159,1156,4457
2018-01-07 09:30:00,133.41,120.63,47.08,82.87,9622,1147,1151,4531
2018-01-07 10:00:00,159.15,108.74,46.14,36.76,10101,1092,1133,4559
2018-01-07 10:30:00,154.92,112.47,36.38,56.05,10494,986,1133,4559
2018-01-07 11:00:00,144.52,115.9,34.22,78.68,10786,982,1124,4567
2018-01-07 11:30:00,130.45,127.82,40.07,105.74,10973,979,1117,4536
2018-01-07 12:00:00,128.45,134.72,49.33,76.12,11182,995,1108,4539
2018-01-07 12:30:00,123.3,156.49,56.09,61.84,11423,1035,1104,4544
2018-01-07 13:00:00,127.05,185.62,59.51,50.09,11574,1053,1102,4581
2018-01-07 13:30:00,120.35,176.02,64.66,46.92,11680,1114,1109,4567
2018-01-07 14:00:00,118.95,158.61,77.0,49.4,11758,1248,1101,4616
2018-01-07 14:30:00,91.19,159.13,73.68,54.12,11863,1286,1114,4670
2018-01-07 15:00:00,77.12,154.99,69.94,65.22,12001,1328,1128,4755
2018-01-07 15:30:00,65.36,148.57,60.9,64.77,12136,1402,1134,4832
2018-01-07 16:00:00,113.58,150.52,62.91,63.81,12253,1470,1156,4896
2018-01-07 16:30:00,108.66,156.3,70.18,70.42,12254,1558,1184,4994
2018-01-07 17:00:00,19.03,175.93,69.64,76.49,12319,1554,1213,5098
2018-01-07 17:30:00,37.75,181.93,63.1,77.92,12125,1573,1228,5127
2018-01-07 18:00:00,81.42,187.61,52.24,70.23,11897,1591,1236,5144
2018-01-07 18:30:00,75.28,183.14,49.47,41.54,11477,1609,1227,5090
2018-01-07 19:00:00,25.51,174.98,50.06,33.22,11102,1610,1216,5057
2018-01-07 19:30:00,62.3,173.96,47.66,25.93,10806,1603,1215,4983
2018-01-07 20:00:00,37.11,181.76,52.74,20.51,10568,1582,1206,4950
2018-01-07 20:30:00,45.59,181.72,54.76,18.32,10292,1561,1218,4968
2018-01-07 21:00:00,82.74,186.0,51.04,24.66,9874,1535,1216,4860
2018-01-07 21:30:00,105.96,180.85,52.57,33.66,9525,1490,1185,4736
2018-01-07 22:00:00,6.93,176.77,37.27,33.4,9151,1450,1159,4589
2018-01-07 22:30:00,35.99,173.99,26.69,29.72,8865,1397,1139,4479
2018-01-07 23:00:00,39.15,189.58,22.51,28.06,8498,1381,1117,4438
2018-01-07 23:30:00,39.8,168.05,18.46,25.85,8185,1359,1092,4627
2018-01-08 00:00:00,35.14,156.12,17.95,20.54,7951,1515,1088,4632
2018-01-08 00:30:00,33.03,151.29,16.87,19.3,7704,1458,1087,4438
